Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p
VULAS,CVE-2016-2162,https://github.com/apache/struts,fc2179cf1ac9fbfb61e3430fa88b641d87253327,,,,apache,struts,3/11/16 10:03,Narrows possible locale to those from available locales,3c68a3def6f85570ee5a931f82e5d53f442f0928
VULAS,CVE-2016-2173,https://github.com/spring-projects/spring-amqp,4150f107e60cac4a7735fcf7cb4c1889a0cbab6c,,,,spring-projects,spring-amqp,3/15/16 15:50,"AMQP-590: Java Deserialization White List

JIRA: https://jira.spring.io/browse/AMQP-590

Polishing - PR Comments

Verify Mock
(cherry picked from commit 462dcb6)",06689e778e62aa35a7c8dd5552a2f74fefd5747b
VULAS,CVE-2016-2175,https://github.com/apache/pdfbox,6f4a1fa0cd894ba3bbbe4a97ce11e23ec64f0d3a,,,,apache,pdfbox,4/17/16 9:35,"PDFBOX-2852: improve factory config

git-svn-id: https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564 13f79535-47bb-0310-9956-ffa450edef68",7c9e799d145c2fb8096a6842a854e731ef262b92
VULAS,CVE-2016-2192,https://github.com/tada/pljava,f0a41359ede67335c5ef3fe73a9f10da96d71760,,,,tada,pljava,3/19/16 23:47,"Merge branch 'bug/REL1_5_STABLE/typmapchk' into REL1_5_STABLE

Addresses CVE-2016-2192.",ad4e051a548a1874e2a469a6078ef7dbb18828ec:a27f51704c019880178af9776e76810cf9d82b5c
VULAS,CVE-2016-3081,https://github.com/apache/struts,f238cf4f1091be19fbcfd086b042c86a1bcaa7fc,,,,apache,struts,4/18/16 18:38,Uses isSequence flag to block chained expressions,016b8eedd5ca47fce95e2a16069e640e3842906d
VULAS,CVE-2016-3082,https://github.com/apache/struts,6bd694b7980494c12d49ca1bf39f12aec3e03e2f,,,,apache,struts,4/18/16 18:39,Drops defining location via request,c9c21378f2fb2ff21355c128c45e106ebd87ad7c
VULAS,CVE-2016-3088,https://github.com/apache/activemq,3dd86d04e8b90ba309819317d19e7260d414d9e7,,,,apache,activemq,5/3/16 10:37,https://issues.apache.org/jira/browse/AMQ-6276 - remove fileserver webapp,4f43a2121264152b09166b8a09403ee0c205233d
VULAS,CVE-2016-3092-FU,https://github.com/apache/commons-fileupload,774ef160d591b579f703c694002e080f99bcd28b,,,,apache,commons-fileupload,5/12/16 8:13,"Fix a performance issue with large boundaries leading to a Denial of Service (CVE-2016-3092)


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/fileupload/trunk@1743480 13f79535-47bb-0310-9956-ffa450edef68",8bf965a49a39521018c587d59dcc943278c4aee7
VULAS,CVE-2016-3093,https://github.com/jkuhnert/ognl,ae43073fbf38db8371ff4f8bf2a966ee3b5f7e92,,,,jkuhnert,ognl,5/17/15 8:09,"Merge pull request #12 from danielfernandez/cachekey

Improved performance of getter/setter method caching in OgnlRuntime",0192a5d03ee88e723effa8d525d54164c487008a:b899f088b7e25a091de6565cbca5602170852229
VULAS,CVE-2016-3720,https://github.com/FasterXML/jackson-dataformat-xml,f0f19a4c924d9db9a1e2830434061c8640092cc0,,,,FasterXML,jackson-dataformat-xml,4/15/16 5:11,Fix #190,c2ccf8d4eb1c9ae3372dd0e689c4fe34a8c65a00
VULAS,CVE-2016-4000,https://github.com/jythontools/jython,4c337213bd2964bb36cef2d31509b49647ca6f2a,,,,jythontools,jython,2/2/16 3:37,"Do not deserialize PyFunction objects. Fixes #2454

Instead use standard Python pickling; or subclass PyFunction.",d59902416064ed849da3059af7b239290e9f00b2
VULAS,CVE-2016-4430,https://github.com/apache/struts,b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,,,,apache,struts,6/3/16 11:10,Introduces new callMethod() function to be used to execute actions,8d172b8e9bf0beb1ed08a915737646e432b75e00
VULAS,CVE-2016-4431,https://github.com/apache/struts,b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,,,,apache,struts,6/3/16 11:10,Introduces new callMethod() function to be used to execute actions,8d172b8e9bf0beb1ed08a915737646e432b75e00
VULAS,CVE-2016-4433,https://github.com/apache/struts,b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,,,,apache,struts,6/3/16 11:10,Introduces new callMethod() function to be used to execute actions,8d172b8e9bf0beb1ed08a915737646e432b75e00
VULAS,CVE-2016-4437,https://github.com/apache/shiro,64d9f8341e1aa7ef1a29744e16ea7c578ca5deee,,,,apache,shiro,5/6/16 20:22,"Force RememberMe cipher to be set to survive JVM restart.

If the property is not set, a new cipher will be generated.",1460419cc7e4eacbcef7ccc17c75e74d058b73c1
VULAS,CVE-2016-4438,https://github.com/apache/struts,76eb8f38a33ad0f1f48464ee1311559c8d52dd6d,,,,apache,struts,4/29/16 6:40,Cleans up method name,deefeffd11425f0cd0b797cd86a9b3550234262b
VULAS,CVE-2016-4464,https://github.com/apache/cxf-fediz,0006581e9cacbeef46381a223e5671e524d416b6,,,,apache,cxf-fediz,6/3/16 12:59,Adding some audience restriction tests,d30ea588c63b896be10171382e6f2a0d10f0022d
VULAS,CVE-2016-4800,https://github.com/eclipse/jetty.project,97af3d663fd22343129e8364d601640649d9eaea,,,,eclipse,jetty.project,5/13/16 18:57,"Fixes #556 - Improve Resource.getAlias() checks on Windows

+ Reworks PathResource and FileResource alias checking to
  use originally passed paths, before Windows JVM has a
  chance to normalize and ""correct"" the bad paths.",0a1f4ac98c8ae614e0bf1a33936627161258dbe1
VULAS,CVE-2016-4977,https://github.com/spring-projects/spring-security-oauth,fff77d3fea477b566bcacfbfc95f85821a2bdc2d,,,,spring-projects,spring-security-oauth,3/12/16 10:07,"Prevent recursive placeholders in whitelabel views

This change prevents placeholders in model values from being
recursively replaced (which is a feature of the placeholder
utilities in Spring Core), so that user-provided data
(e.g. an invalid response_type or a leaky exception message)
cannot be used to inject SpEL into the view.

N.B. this only affects apps that are using the whitelabel views
for approval and error pages (i.e. probably nothing in
production).",4f01e4a950e6fd61d9e34981a6acbb5eb513577a
VULAS,CVE-2016-5007,https://github.com/spring-projects/spring-framework,a30ab30e4e9ae021fdda04e9abfc228476b846b5,,,,spring-projects,spring-framework,4/26/16 1:33,"Introduce HandlerMapping introspection API

Issue: SPR-14321",a25c43f695b1e527cdc8d7c987534fcb1029bb2c
VULAS,CVE-2016-5007-SEC,https://github.com/spring-projects/spring-security,e4c13e3c0ee7f06f59d3b43ca6734215ad7d8974,,,,spring-projects,spring-security,7/1/16 21:30,"Add MvcRequestMatcher

Fixes gh-3964",13bc70f693e1b5c6c44d0da5ee46b9e5634ed293
VULAS,CVE-2016-5394,https://github.com/apache/sling,7d2365a248943071a44d8495655186e4f14ea294,,,,apache,sling,8/4/16 8:43,"SLING-5946 - XSSAPI#encodeForJSString is not restrictive enough

Submitted-By: Vlad Bailescu

git-svn-id: https://svn.apache.org/repos/asf/sling/trunk@1755147 13f79535-47bb-0310-9956-ffa450edef68",7a988f5f36f4c186a9331a809dbb787521ba6c64
VULAS,CVE-2016-6194,https://github.com/rabbitmq/rabbitmq-jms-client,95ae7401c0f007d5c8e6618ab009c171ce633916,,,,rabbitmq,rabbitmq-jms-client,7/14/16 9:51,"Merge pull request #4 from rabbitmq/rabbitmq-jms-client-3

Limit ObjectMessage deserialization with a package white list",3b907c4baea8ef9eb9f3fd73dd209d12948689fd:aad012b246a7c4604ee48d61cc548563fe002dd4
VULAS,CVE-2016-6652,https://github.com/spring-projects/spring-data-jpa,b8e7fecccc7dc8edcabb4704656a7abe6352c08f,,,,spring-projects,spring-data-jpa,9/6/16 11:34,"DATAJPA-965 - Fix potential blind SQL injection in Sort when used in combination with @Query.

We now decline sort expressions that contain functions such as ORDER BY LENGTH(name) when used with repository having a String query defined via the @Query annotation.

Think of a query method as follows:

@Query(""select p from Person p where LOWER(p.lastname) = LOWER(:lastname)"")
List<Person> findByLastname(@Param(""lastname"") String lastname, Sort sort);

Calls to findByLastname(""lannister"", new Sort(""LENGTH(firstname)"")) from now on throw an Exception indicating function calls are not allowed within the _ORDER BY_ clause. However you still can use JpaSort.unsafe(""LENGTH(firstname)"") to restore the behavior.

Kudos to Niklas Särökaari, Joona Immonen, Arto Santala, Antti Virtanen, Michael Holopainen and Antti Ahola who brought this to our attention.",c227c6753047b262b83ed7623433a1d65d9308b8
VULAS,CVE-2016-6793,https://github.com/apache/wicket,134686ef7185d3f96fec953136ab4847cd36b68,,,,apache,wicket,6/8/16 20:25,"Do not (de)serialize DiskFileItem.

X-Ref: https://github.com/apache/commons-fileupload/commit/7b201e44962c99cf4019e137aee9ccc0273c3ab1",4e20930c7a47f0b2fbb0cbaa7d26a7c4760f0657
VULAS,CVE-2016-6798,https://github.com/apache/sling,fb2719e8299fadddae62245482de112052a0e08c,,,,apache,sling,8/10/16 9:57,"SLING-5954 - Disable non-essential features in XML parser

git-svn-id: https://svn.apache.org/repos/asf/sling/trunk@1755704 13f79535-47bb-0310-9956-ffa450edef68",2e8c7a1aeebacd275f21d88edede79117f84b4f7
VULAS,CVE-2016-6802,https://github.com/apache/shiro,b15ab927709ca18ea4a02538be01919a19ab65af,,,,apache,shiro,9/9/16 20:26,"Added fix to adjust how the servlet context path is handled

Based on a thread from the Servlet Expert Group",d41afcc6e722ec112918c2cc56a386dd6267a1d5
VULAS,CVE-2016-6809,https://github.com/apache/tika,8a68b5d474205cc91cbbb610d4a1c05af57f0610,,,,apache,tika,8/11/16 18:46,clean up MatParser,85e53850026aadce49bc99c1ef2de9d5c7be0451
VULAS,CVE-2016-6814,https://github.com/apache/groovy,4df8b652aa018a5d5d1cda8fba938bf3422db31c,,,,apache,groovy,10/3/16 16:22,fix possible deserialization exploit by overriding readObject,675a04eab7ea1754502caa365f7d251a9ae97493
VULAS,CVE-2016-7051,https://github.com/FasterXML/jackson-dataformat-xml,eeff2c312e9d4caa8c9f27b8f740c7529d00524a,,,,FasterXML,jackson-dataformat-xml,9/27/16 3:11,prepare for 2.7.8,48759e9822db9d7cbdf69faf519836e4c92ab5b1
VULAS,CVE-2016-8629,https://github.com/keycloak/keycloak,a78cfa4b2ca979a1981fb371cfdf2c7212f7b6e2,,,,keycloak,keycloak,10/28/16 8:13,"Merge pull request #3440 from stianst/KEYCLOAK-3667

KEYCLOAK-3667",c6caeb3bec809177e8695c5bf7de2100aa44ac41:3d46b4c425d39b004566cc78164e1ffbe37d647c
VULAS,CVE-2016-8738,https://github.com/apache/struts,554b9dddb0fbd1e581ef577dd62a7c22955ad0f6,,,,apache,struts,11/16/16 6:30,Trims input value,a245226b7f1fa2a2cd94508b132f0220989c1e5b
VULAS,CVE-2016-8744,https://github.com/apache/brooklyn-server,3ae4a4d156341a53e54a2fe07192f46b15763d06,,,,apache,brooklyn-server,12/8/16 16:43,"Use SnakeYAML SafeConstructor by default

Overridable by setting a system property.",9f8a3aae0714aceeb72dee99bb09f3b1001de92a
VULAS,CVE-2016-9879,https://github.com/spring-projects/spring-security,666e356ebc479194ba51e43bb99fc42f849b6175,,,,spring-projects,spring-security,12/7/16 20:32,"Block URL Encoded ""/"" in DefaultHttpFirewall

Fixes gh-4169",fc516b55a647277f58d679b8040fe5a15711338b
VULAS,CVE-2017-1000242,https://github.com/jenkinsci/git-client-plugin,75ea3fe05650fc6ca09046a72493e2b3f066fb98,,,,jenkinsci,git-client-plugin,4/13/17 4:38,"[Fix SECURITY-445] better protect temporary files

Temporary files were previously written to the system temporary directory
with default permissions.  A malicious actor could have captured sensitive
information by reading files from the temporary directory.  The temporary
files typically are only on the file system for the duration of a single
command line git invocation, but cloning a large git repo could require
an extended time with those sensitive files in the temporary directory.

This change sets permissions on the temporary files to be readable only by
the file owner. If a workspace is available, a temporary directory adjacent
to the workspace is used instead of the system temporary directory.",716e3ff56074c018c76cb35826269b976540e7e7
VULAS,CVE-2017-1000243,https://github.com/jenkinsci/favorite-plugin,b6359532fe085d9ea6b7894e997e797806480777,,,,jenkinsci,favorite-plugin,6/5/17 0:13,JENKINS-44643 - remove the ability to toggle favorites of specific user via URL param (#16),a5537f3e0da6594a474df2325ca89acbcb704425
VULAS,CVE-2017-1000354,https://github.com/jenkinsci/jenkins,02d24053bdfeb219d2387a19885a60bdab510479,,,,jenkinsci,jenkins,3/14/17 19:04,[SECURITY-466] Use more tamperproof storage for ClientAuthenticationCache.,20b0a131446fc0d3edd08ba0889a55334020b169
VULAS,CVE-2017-1000355,https://github.com/jenkinsci/jenkins,701ea95a52afe53bee28f76a3f96eb0e578852e9,,,,jenkinsci,jenkins,4/16/17 8:06,[SECURITY-503] Prevent deserialization of void/Void,d5dd69bee210e0073ce8fa880ae5ab7829cb7bdb
VULAS,CVE-2017-1000388,https://github.com/jenkinsci/depgraph-view-plugin,d442ff671965c279770b28e37dc63a6ab73c0f0e,,,,jenkinsci,depgraph-view-plugin,10/2/17 21:17,Fix security vulnerability,28b8dee53a9e10415c1b49c7f9350b9574a6e131
VULAS,CVE-2017-1000391,https://github.com/jenkinsci/jenkins,566a8ddb885f0bef9bc848e60455c0aabbf0c1d3,,,,jenkinsci,jenkins,10/19/17 16:14,[SECURITY-499] Sanitize user id <-> filename conversion,ea981a029cb985b71f3a0dc0f9ce3b3e3e6c001b
VULAS,CVE-2017-1000393,https://github.com/jenkinsci/jenkins,d7ea3f40efedd50541a57b943d5f7bbed046d091,,,,jenkinsci,jenkins,9/13/17 13:30,[SECURITY-478] Require RUN_SCRIPTS before configuring CommandLauncher or CommandConnector.,1b9034669a691462d58b7a0d120d6bfb8514aa6d
VULAS,CVE-2017-1000395,https://github.com/jenkinsci/jenkins,7b1f8e96a8d97dd09e5e093fcdb010b3295acc77,,,,jenkinsci,jenkins,9/7/17 20:32,[SECURITY-514] Restrict access to user properties via the api to admins,61781a6d4dfa7d829cc194d3fb7e50972ac150de
VULAS,CVE-2017-1000398,https://github.com/jenkinsci/jenkins,da06fd471cea79123821c778228eeb08e1cedcc7,,,,jenkinsci,jenkins,9/28/17 14:15,[SECURITY-611] Do not export hidden projects via Executor.currentExecutable.,09d60462b9edf775f08568601bb3e2cfd8075368
VULAS,CVE-2017-1000400,https://github.com/jenkinsci/jenkins,b2083a387a5bdb6f7ee7f7c81a1f6312aca2a558,,,,jenkinsci,jenkins,9/28/17 14:15,[SECURITY-617] Do not export information about hidden upstream or downstream projects.,da06fd471cea79123821c778228eeb08e1cedcc7
VULAS,CVE-2017-1000487,https://github.com/codehaus-plexus/plexus-utils,b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,,,,codehaus-plexus,plexus-utils,10/8/13 16:21,"[PLXUTILS-161] Commandline shell injection problems

Patch by Charles Duffy, applied unmodified",86c37983bb2bd92b1df43fe73f321ffbfa155070
VULAS,CVE-2017-1000498,https://github.com/BigBadaboom/androidsvg,44e4fbf1d0f6db295df34601972741d4cf706cbd,,,,BigBadaboom,androidsvg,1/31/18 11:11,"Issue #122: Changed parser so that it starts out using the XmlPullParser, but switches to the SAXParser if entity declarations are found.",1c9dcb152130b0b8de59f9df4256fa349c695f25
VULAS,CVE-2017-1000502,https://github.com/jenkinsci/ec2-plugin,180f7d0eae6031d67259a5d86d9d7d382f9eb05b,,,,jenkinsci,ec2-plugin,12/16/17 7:03,"Jenkins 47593 avoid script block (#253)

* [JENKINS-47593][SECURITY-643] Allow command to be run without approval
- use the second constructor of CommandLauncher to avoid being blocked by the security fix

* - adding permission check on unsafe parameter modification
- adding warning message in case someone is modifying the unsafe parameters

* - also put the right check on the readResolve
- regroup the permission error message

* - change name of the required permission

* [SECURITY-643] Fix exception during start of cloud config

* [maven-release-plugin] prepare release ec2-1.38

* [maven-release-plugin] prepare for next development iteration",fd172822632ddb36ddd16e7e5102e68e8b156215
VULAS,CVE-2017-12159,https://github.com/keycloak/keycloak,9b75b603e3a5f5ba6deff13cbb45b070bf2d2239,,,,keycloak,keycloak,10/23/17 14:13,KEYCLOAK-5234 (#4585),20d0fa1b4ec32dbb037ccfc44e1909174ac9e11d
VULAS,CVE-2017-12197,https://github.com/letonez/libpam4j,84f32f4001fc6bdcc125ccc959081de022d18b6d,,,,letonez,libpam4j,9/8/17 18:55,"Fix for: libpam4j authenticates invalid accounts
[https://github.com/kohsuke/libpam4j/issues/18]

Change-Id: I5052cd0d9f617239a63fb036daa697cbae5bb9d7",bf826bbb48a118b8e42c45cd87abb1cf415d4239
VULAS,CVE-2017-12616,https://github.com/apache/tomcat,07dc0ea2745f0afab6415f22b16a29f1c6de5727,,,,apache,tomcat,8/10/17 21:09,"Correct regression in r1804604 that broke WebDAV.

git-svn-id: https://svn.apache.org/repos/asf/tomcat/tc7.0.x/trunk@1804729 13f79535-47bb-0310-9956-ffa450edef68",f098807674b942f27216db7debae18854115b207
VULAS,CVE-2017-13098,https://github.com/bcgit/bc-java,a00b684465b38d722ca9a3543b8af8568e6bad5c,,,,bcgit,bc-java,12/12/17 1:41,Confirm size of decrypted PMS before using,199be1bdc892dcb3360af1b5a887a7e133d2cdac
VULAS,CVE-2017-13309,https://github.com/google/conscrypt,e56958e7dea05c1784317f139e2216e2e707d391,,,,google,conscrypt,5/10/18 3:24,"Fix SSLEngine bug with multiple heap buffer inputs. (#485)

When the SSLEngine overload that accepts an array of ByteBuffers is
called with heap buffers for both the source and destination, those
heap buffers are converted to direct buffers for passing to JNI by way
of copying them to a single temporary direct buffer.  A bug in the
reading of the encrypted data out of BoringSSL resulted in the data
being placed at the wrong offset of the temporary buffer, meaning that
the output data was prefixed in the worst case by the plaintext.

Fixes CVE-2017-13309.",4e3eee474dc9ad633e4f5dd21142f4da0eeeb866
VULAS,CVE-2017-14063,https://github.com/AsyncHttpClient/async-http-client,eb9e3347e45319be494db24d285a2aee4396f5d3,,,,AsyncHttpClient,async-http-client,8/28/17 8:50,"Don't be tricked by anchors containing a question mark, close #1455

Motivation:

AHC can be tricked into connecting to a different host.

Modification:

* Make sure we don’t interpret `?` in the anchor as the beginning of
the query and the end of the path.
* Update tests to check org.asynchttpclient.uri.Uri returns the same
results as java.net.URI.

Result:

AHC no longer tricked by anchors containing question mark.",62b5a1d2307dc9be5734a9e7adb43471a1a972e2
VULAS,CVE-2017-14735,https://github.com/nahsra/antisamy,82da009e733a989a57190cd6aa1b6824724f6d36,,,,nahsra,antisamy,9/25/17 17:37,"Issue #10 (#15)

* upgraded batik-css version
removed redundant regex beginning/end markers
updated policies to contain new url validation which is sensitive to
html5 colon entity

* removed test code",c48ed190a8e8e374444588ef43bb058dced3b93f
VULAS,CVE-2017-15691,https://github.com/apache/uima-uimaj,39909bf21fd694f4fb792d1de8adc72562ead25e,,,,apache,uima-uimaj,9/21/17 15:32,"no Jira - fix various xml reader factories missing feature setups

git-svn-id: https://svn.apache.org/repos/asf/uima/uimaj/trunk@1809174 13f79535-47bb-0310-9956-ffa450edef68",6fb3c8532a28709246c4b74d373aef6bbe871527
VULAS,CVE-2017-15717,https://github.com/apache/sling-org-apache-sling-xss,ec6764d165abc4df8cffd8439761bb2228887db9,,,,apache,sling-org-apache-sling-xss,12/28/17 12:58,"SLING-7323 - Optimise URL handling

* added better decoding for URLs",11011d55eb929415b781c1bd79a11bb8d0f599e8
VULAS,CVE-2017-17485,https://github.com/FasterXML/jackson-databind,2235894210c75f624a3d0cd60bfb0434a20a18bf,,,,FasterXML,jackson-databind,12/19/17 5:41,Fix #1855,f031f27a31625d07922bdd090664c69544200a5d
VULAS,CVE-2017-2617,https://github.com/hawtio/hawtio,8cf6848f4d4d4917a4551c9aa49dc00f699eb569,,,,hawtio,hawtio,10/4/17 7:05,ENTESB-6558 - Implement a filter to prevent arbitrary file upload to hawtio,3e9abef36a91f93742be4daf68e98619d44b9689
VULAS,CVE-2017-2638,https://github.com/infinispan/infinispan,f2d54c4ecb75c7264d4160ca7c461135712201a9,,,,infinispan,infinispan,3/3/17 10:57,"ISPN-7485 Restore REST authentication

- support BASIC authentication
- works with the server's SecurityRealms instead of SecurityDomin
- drops support for some attributes (virtual-server, security-mode)",f727ba69f26e068801b7811cab3a307f9578d9bc
VULAS,CVE-2017-2654,https://github.com/jenkinsci/email-ext-plugin,af2cc9bf649781c3c84c6891298db0d8601b193d,,,,jenkinsci,email-ext-plugin,1/23/17 21:56,[SECURITY-372] Do not send mail to unrecognized or unauthorized users.,e26368bd0e39a4405f40a7358ca012c3d5e568d3
VULAS,CVE-2017-2670,https://github.com/undertow-io/undertow,9bfe9fbbb595d51157b61693f072895f7dbadd1d,,,,undertow-io,undertow,6/12/17 20:50,UNDERTOW-1035 Websocket non clean close can cause IO thread to get stuck in a loop,1e72647818c9fb31b693a953b1ae595a6c82eb7f
VULAS,CVE-2017-3154,https://github.com/apache/atlas,0dcfd21bbfaac6f037f46b7aaaab0e5546fd2a7,,,,apache,atlas,1/3/17 13:42,"ATLAS-1424 : Avoid stack-trace in REST API error response

Signed-off-by: Madhan Neethiraj <madhan@apache.org>
(cherry picked from commit ac80b8b61b122abe57a644cbfe3868f07c301914)",340e1a5ff664cb70a599997fb5187d020e8458fa
VULAS,CVE-2017-5644,https://github.com/apache/poi,3a328aa220f6979f9805f658ae33244d153beaa7,,,,apache,poi,3/9/16 0:41,"#57031 - Out of Memory when extracting text from attached files

git-svn-id: https://svn.apache.org/repos/asf/poi/trunk@1734182 13f79535-47bb-0310-9956-ffa450edef68",e444b4b01afbacf37537257b9ba8dabe0fea6691
VULAS,CVE-2017-5645,https://github.com/apache/logging-log4j2,5dcc19215827db29c993d0305ee2b0d8dd05939d,,,,apache,logging-log4j2,3/11/17 22:01,"[LOG4J2-1863] Add class filtering to AbstractSocketServer

This allows a whitelist of class names to be specified to configure
which classes are allowed to be deserialized in both TcpSocketServer and
UdpSocketServer.",5aff929bb44e63c0dbf0cdc7cfb5d5fbd50660ef
VULAS,CVE-2017-5653,https://github.com/apache/cxf,fade9b81dabe27f864ca38e7b40f28fb44d6f165,,,,apache,cxf,3/27/17 21:10,Finalizing XmlSecInInterceptor updates,d3b88b5f4090b75273697d8ba7c79e281aba305e
VULAS,CVE-2017-5656,https://github.com/apache/cxf,66c2c5b9,,,,apache,cxf,4/5/17 10:01,"Refactor how we extract ""IDs"" from delegation tokens when used for caching",631ac6ba0765022a0f53500ac986b61cbabca60c
VULAS,CVE-2017-5929,https://github.com/qos-ch/logback,f46044b805bca91efe5fd6afe52257cd02f775f8,,,,qos-ch,logback,2/7/17 22:12,harden serialization,909afb9d677cbe35c5f92c4f802e6d6c30f85da3
VULAS,CVE-2017-7656,https://github.com/eclipse/jetty.project,a285deea42fcab60d9edcf994e458c238a348b55,,,,eclipse,jetty.project,5/16/18 22:00,"Issue #2529 RFC2616 vs RFC7230 cleanup

Signed-off-by: Greg Wilkins <gregw@webtide.com>",d7ce334f8fd19e08410a79c0bc60ff0a3a5d1489
VULAS,CVE-2017-7657,https://github.com/eclipse/jetty.project,a285deea42fcab60d9edcf994e458c238a348b55,,,,eclipse,jetty.project,5/16/18 22:00,"Issue #2529 RFC2616 vs RFC7230 cleanup

Signed-off-by: Greg Wilkins <gregw@webtide.com>",d7ce334f8fd19e08410a79c0bc60ff0a3a5d1489
VULAS,CVE-2017-7658,https://github.com/eclipse/jetty.project,a285deea42fcab60d9edcf994e458c238a348b55,,,,eclipse,jetty.project,5/16/18 22:00,"Issue #2529 RFC2616 vs RFC7230 cleanup

Signed-off-by: Greg Wilkins <gregw@webtide.com>",d7ce334f8fd19e08410a79c0bc60ff0a3a5d1489
VULAS,CVE-2017-7661,https://github.com/apache/cxf-fediz,acdbe8c213576792dd95d87315bcc181ea61b57f,,,,apache,cxf-fediz,12/19/16 13:20,Fixing Spring plugins,c6aa62c1e20627c1d6d40f90d6a3a828b73883f7
VULAS,CVE-2017-7662,https://github.com/apache/cxf-fediz,c68e4820816c19241568f4a8fe8600bffb0243cd,,,,apache,cxf-fediz,4/18/17 16:22,Adding CSRF support to the OIDC client reg webapp,02df115e99a02dde43079e4fac10ed9d0d5ec69c
VULAS,CVE-2017-7672,https://github.com/apache/struts,931df54ab379bf4eb5a625bf05066b8563c3737b,,,,apache,struts,11/16/16 6:46,Optimises validator to reduce number of compiling pattern,eb71d8869648fdd6418d10f4fc07ef83f9180792
VULAS,CVE-2017-8028,https://github.com/spring-projects/spring-ldap,08e8ae289bbd1b581986c7238604a147119c1336,,,,spring-projects,spring-ldap,11/25/16 14:53,"Force reconnect with credentials on DefaultTlsDirContextAuthenticationStrategy

refs #430",9d8f9fb1882b99a71d510097bb9c32cd1b2331cb
VULAS,CVE-2017-9096,https://github.com/itext/itext7,930a1c81f8ea4952df540f041befbfa2d6757838,,,,itext,itext7,5/24/17 9:18,"Prevent XXE vulnerability

DEVSIX-1273",03c809e0a3bf70308f7b37c9920c4bebaca913f2
VULAS,CVE-2017-9096-2,https://github.com/itext/itextpdf,ad38371c396ac5ffbfb28056809e8ffaa5a18ccd,,,,itext,itextpdf,7/27/17 15:07,"Prevent XXE-vulnerability

DEV-1863",f8f6d321d8b84d582007b460107e54bf7556b183
VULAS,CVE-2017-9803,https://github.com/apache/lucene-solr,b091934f9e98568b848d0584a1145c8e514cbd21,,,,apache,lucene-solr,8/9/17 10:46,Create znode upfront and fix chroot handling in delegation token feature,8e2dab7315739a0f5194600ee524f6a2ea616af6
VULAS,CVE-2018-1000008,https://github.com/jenkinsci/pmd-plugin,f88399a021c22e30cb8fbac5200471d69f1b6224,,,,jenkinsci,pmd-plugin,1/4/18 16:33,[SECURITY-655] Do not resolve external entities.,4443efe03bbc96a910bde544c462b2eb1b547dbb
VULAS,CVE-2018-1000009,https://github.com/jenkinsci/checkstyle-plugin,365d6164ebce7b65ae010c71016924ef8b98c1a0,,,,jenkinsci,checkstyle-plugin,1/23/18 11:46,"Merge pull request #13 from Wadeck/SECURITY-656_ADD_TEST

[SECURITY-656] Add test for the XXE correction",b371c8873f2089d0c9d5ffb7ea7951c625442513:2dbd978b8cde6f63c7da8c123b5e6e80193d4fa3
VULAS,CVE-2018-1000054,https://github.com/jenkinsci/ccm-plugin,066cb43b4413b3490d822ec8b8a32072ebd213ca,,,,jenkinsci,ccm-plugin,1/30/18 14:34,[SECURITY-659] XML External Entity processing vulnerability,fed6ee7435429b7f6a4576acb823a84277c669fc
VULAS,CVE-2018-1000055,https://github.com/jenkinsci/android-lint-plugin,4a19f962ebde3f705880b0e8148731d8dac9db2d,,,,jenkinsci,android-lint-plugin,1/30/18 21:02,"[FIXED SECURITY-660] Switch to using secure XML parser.

This prevents XXE processing attacks.",b558715472a80821cf394aba8ee44ed4359780e8
VULAS,CVE-2018-1000056,https://github.com/jenkinsci/junit-plugin,15f39fc49d9f25bca872badb48e708a8bb815ea7,,,,jenkinsci,junit-plugin,2/2/18 12:30,[SECURITY-521] Avoid XXE when parsing test results,2c26482bf35ed697f6d1411ff92342ad86a622c8
VULAS,CVE-2018-1000067,https://github.com/jenkinsci/jenkins,2d16b459205730d85e51499c2457109b234ca9d9,,,,jenkinsci,jenkins,1/30/18 17:15,[SECURITY-506] Require admin permission to validate proxy config.,ccc374a7176d7704941fb494589790b7673efe2e
VULAS,CVE-2018-1000068,https://github.com/jenkinsci/jenkins,8830d68f5fe21f344be3496984bc4470bfcd0564,,,,jenkinsci,jenkins,2/8/18 14:37,[SECURITY-717] Plugin.doDynamic check for WEB-INF or META-INF should be case-insensitive.,38249b561b61564830dcfe937351e54d53f5d394
VULAS,CVE-2018-1000089,https://github.com/jenkinsci/pipeline-build-step-plugin,3dfefdec1f7b2a4ee0ef8902afdea720b1572cb3,,,,jenkinsci,pipeline-build-step-plugin,5/9/17 22:18,[SECURITY-433] Check Item.BUILD permission.,c82f48fb270ec96a3f6a84d6ad61ae214f572fe4
