Dataset,Code,Project,owner,project,sha-p,sha,sha-reg,sha-reg-p
SECBENCH,,https://github.com/owncloud/core,owncloud,core,564b0358f91df832afdf3a0fd27eaa349508c964,d71c4db10aad0b1684087c745dcd10560351efb2,06e78564009fbc72d3f393c767c3995297b3f7a7,d00f95578bc6812a10fa991c6df315a77ede38fb
SECBENCH,,https://github.com/php/php-src,php,php-src,272cccd1759a358eb9a66e3fb10bcad373acb06e,d735957cb5f8fee8d13ae68cf75300306c84374f,cf582a32ef961cde0cfc51a0ffafa352d52edde5,02a05146fd34e059aa8ac6af2113b3cbf3a8fd8a
SECBENCH,,https://github.com/Codiad/Codiad,Codiad,Codiad,7b01d10681845cdf36e9b7641f91debe75c44eb2,d76cf0f8627126b2f68f0d78e60d6edc58bac2ee,99db82889c13420944480b87fd3d6088d04ab831,f75e4e7919b368b079ed796428d668fb5ea9ee5c
SECBENCH,,https://github.com/php/php-src,php,php-src,1defbb25ed69e7a1a90e2bcb2ee3b9190ea06577,d82d68742c69fc20a5180a2dbcca4cac52435931,21e809b7be905be0924f110e47c94cf721c46a8f,3fd2e85458bb73fb9359664b1a4e72390432c35d
SECBENCH,CVE-2012-3465,https://github.com/josh/rails,josh,rails,c63d17c2be04882cc0c7aed5cf2b5ba2f1ef313d,d8cf713afabbd0c3cf8d6674b2d1a7f7c2a0e98c,ce086b22e7e685adc9e24fb3b4da607919377e5e,62f96c9e1fdfa5b832073f90e1fe592fbf3163bb
SECBENCH,,https://github.com/BradLarson/GPUImage,BradLarson,GPUImage,a65f6629db953ecb11dfbb8ea6927d156c3338f8,d8f8a98fd4c291add6e577857ccb5079934530a4,96d01cd52be1a72f2726958b8eb97f49a5a0527f,3efbda7c7cb9a1619408a701208d9cadec2ad580
SECBENCH,CVE-2013-0155,https://github.com/josh/rails,josh,rails,efbb041fb0146d5f633c2e645217f3a734539f11,d99e8c9e1618f509bb35f052d4bd0d1848bce771,23851290dc64b9e352618236e3504c76dad52b2c,84ba499b1645230dd90f46fa63e5d071ada49f37
SECBENCH,,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,e4902b6589ee0147844d1b2288da0ab271d34b71,d9db796f8973696bb606dc03ce42857f6d160d78,9d10ee297d10959ce8cfe6f0200aea8cf01b8358,3d98d0efe821f09a588df30e6827b90e4f047324
SECBENCH,,https://github.com/splitbrain/dokuwiki,splitbrain,dokuwiki,41c27d5a7c577979cacd974b3763904192487637,d9e0d8dc6f6c9b9f18ce2e33041ae4fc23f77a4e,8249bc69100c383d6c9413d922c671d6bd1c4c48,e1975fd85f83a9d53bb0d292d853ab3053dd3cf5
SECBENCH,,https://github.com/frappe/erpnext,frappe,erpnext,3667da1053aed4ac6f8464f3cd91d399ccbaa472,da79740cdfe4dd73e5ef3840ba45ad2c8df2cb78,3d21463a8a929f3f6060f4ee14b199883f2c89d2,a3f6fda0df482b5ce8bf39eefb2d25d261e8d1e6
SECBENCH,,https://github.com/Codiad/Codiad,Codiad,Codiad,7b01d10681845cdf36e9b7641f91debe75c44eb2,dad3f56b0c5ccf02370fd4d9885b3ac4ace7504a,763114ac0eaeac1339c31a3355f93591d69042c7,7093810cc9c1f3e03eeb07995564759d6f22e560
SECBENCH,,https://github.com/kanboard/kanboard,kanboard,kanboard,db69d5c429cf747e72c4ded26f3821e7f688bc13,db88a00d48d1dce48b8700e460c06ff7fb344f0a,c405f99fc8b7420b3e69c633b3259756a1ceb2f2,de5049039cbe1373829fa41483bbfc9b162d5f41
SECBENCH,CVE-2013-1856,https://github.com/josh/rails,josh,rails,8be6913990c30f63618173da722148892348dcc9,db8b636e50ee8a138f48117e8e8ad057cc7527a4,ad129639c7e72c3ba686db6202a4bff2cb2cfbfe,67c3469e6ff1b63b091594d6dba7f871023df553
SECBENCH,,https://github.com/openstack/nova,openstack,nova,e064d6d9f4bf7453a373a082f9bacebc60e201c3,dc8de426066969a3f0624fdc2a7b29371a2d55bf,96c92508deb433cd9b04f9911cb9a4e628e72eef,faacc58aeff4333ec7538a1dfc8d6e944db369a7
SECBENCH,,https://github.com/zxing/zxing,zxing,zxing,a86b0e7cf3fec99c1a446c4978e0cf607e225b50,dc8f256848b4863dc633cfab0929927ef06d549d,1a2a011cc7b898b02dbe4913595e85e11b5cf963,9a0b6cec395f2606a30d0c92915ff27bbe4b2f72
SECBENCH,,https://github.com/php/php-src,php,php-src,e64b5c704543df0e9d1925cf52622b1dd686410e,dcf67c4433bfe4177595be7c5ae68ae4c308e835,2cb8950cc2ce784a9660a3e07ddf84a9094cfe91,486fc0424ab1664831ea098546e14dbf2809c637
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,dfc894ae15316599f170587818b82febab3856bc,de79fbb8d15c30e2433a4303c7e93d3687980ccd,413999f3de518a3f260132bbd44739fd89cdf8e7,83209c6c1c4ee4f9cdb117e5922e8a69103c0c9e
SECBENCH,CVE-2015-8629,https://github.com/krb5/krb5,krb5,krb5,c546a30c7c9299a419f757768a3349bde09c9cd4,df17a1224a3406f57477bcd372c61e04c0e5a5bb,3bdea17bf1b805e097c51941ef1f07f460dbaa24,c9dde00e5be6f83bd609b83a606c96387e0eada5
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,df5c02aa8fe8220e432fe72a3bff1e09a2239f85,bc8d224cbed652b2e769f8aa8fab85dc4d82fd99,7d5cc107ee700fd9316f356fa669c9c0c52dcac1
SECBENCH,,https://github.com/rs/SDWebImage,rs,SDWebImage,a8d5b3ec72a94fa9a9e632dbdbf8463e8bec923d,dfa03af19f38c74160fc9d5abbcf2d20d1de1f18,bc29d0a7aee8cfed0457640f88fc27767f07060c,1e53e91513dca56c3ac10f8595399e8bac806a26
SECBENCH,CVE-2013-1857,https://github.com/josh/rails,josh,rails,db8b636e50ee8a138f48117e8e8ad057cc7527a4,e115ace02a88290d2fc707b4979f23728c300950,2a10a1efed4a6bc7db120d545a58d2f9ba28151a,d0163e99d9affeccb341e12cc7c50b599f129b5c
SECBENCH,,https://github.com/realm/realm-cocoa,realm,realm-cocoa,d24a6b33ee7048dca2e6cd94ac3ed4a2904644d7,e20ecff78ffe34cbfb5d6fcfcf334deef82803d3,ea7d807dd4a9e83c661d4cc36c9d7ea8495b5005,ad3643c875b2aafdb8b47bb5f690410910ac1a8a
SECBENCH,CVE-2016-6304,https://github.com/openssl/openssl,openssl,openssl,a449b47c7d8e20efc8cc524ed695a060b11ef889,e408c09bbf7c3057bda4b8d20bec1b3a7771c15b,c6fdd7dc2631d04743a58fc11aaeaf8b57fb5601,61f5b6f33807306d09bccbc2dcad474d1d04ca40
SECBENCH,,https://github.com/php/php-src,php,php-src,c22da81b71abe8c41a94fdea4e95a2bca8ec926d,e41f600365fe9f27727a62a850a4d55416ae856f,633c328cdfef7449cbbe99aa0ab47cc022cfeeb1,2ba22bb549298583f6eb4c42a85519c7447123e9
SECBENCH,CVE-2010-4335,https://github.com/cakephp/cakephp,cakephp,cakephp,eb76ab95f23ba9daa2b97b365f63a783a7d302cc,e431e86aa4301ced4273dc7919b59362cbb353cb,5ab02a0ed139e2e4b146d421e5903cda328facbd,73f725e7ff600956d66e2bcfa1a6135da1fd2d1d
SECBENCH,CVE-2013-4263,https://github.com/FFmpeg/FFmpeg,FFmpeg,FFmpeg,bc4e7985628134496104e32f37f811aab4f68c55,e43a0a232dbf6d3c161823c2e07c52e76227a1bc,f81946729e21005fe8d6a63a938e48c09b9b14b4,2f35beae4d0994dda925d6b4de68411fbeb55100
SECBENCH,,https://github.com/Graylog2/graylog2-server,Graylog2,graylog2-server,f1ab40d91f12dc9b1a50d633a21c5cd67c7aca36,e572b56aa6c45a4a3f1d26fbed9e11dcbe3b58cc,442dba8fff106c8daca5539f029485e67ac08bdf,67dac8b9e368d6bfc37564bbb0f2b7fbc44acbcf
SECBENCH,,https://github.com/MPOS/php-mpos,MPOS,php-mpos,9ccb5e15bc2383c30e160b0fd3a71b84e6b14acb,e5c97201741671a45bae2334eec49739c7495f59,3849454a2ea25771dc5769a47c3a6e8aef954beb,34de1ae36e3b4772decaa88e486ee81160e3c125
SECBENCH,,https://github.com/edx/edx-platform,edx,edx-platform,79c1cf19a065b99d896b81b292b588762bedc6db,e5ca9618ea5ae9f2fc11ea5a8c9f479b1430d84c,870c30fde56fece9174dd4f17a95d1e9f9123dae,9250577f1ff261282f13387a0049b9e68142b4b8
SECBENCH,,https://github.com/openssl/openssl,openssl,openssl,6aecef815c3c989f6fa2a7b6edf2984e76306622,e5cb2603652b868225adc1db3db531a07c13b562,4e712c48abaf8e4f1925d52b69caec2a15e01d4d,bfba6e05b8abfa60794f58761136f2b875633f0b
SECBENCH,,https://github.com/curl/curl,curl,curl,46c92c0b806da041d7a5c6fb64dbcdc474d99b31,e5d8693865b44ecfbafbe15a7850d6e8dbb051e9,7d74e025192956901495c0dcb56ee42d72ae8186,7611d30a05e3b36ce3345734571d8fe5696ed7d4
SECBENCH,MDL-15184,https://github.com/moodle/moodle,moodle,moodle,36ea9a6c98505cbe34c2af0be6c984be97cb0656,e5e02e46861f9c1b88782cb1ef8737253412be33,835f1f9adde75a68323830f3662bea97550304de,b3fd942b52da4b9b6188a52c78ca2621d44117ea
SECBENCH,,https://github.com/josh/rails,josh,rails,6daa46621b7145fcf948f48bed01d3cfe9221613,e63be2769c039e4e9ada523a8497ce3206cc8a9b,842dab0c29bb05b98856aeb333bb0c2d14601a50,4fa871654dc6e591c08cbc53e7eac2e008056fee
SECBENCH,MDLSITE-1007 ,https://github.com/moodle/moodle,moodle,moodle,a7ca080c208fa10fb07158e2162f6afad64da655,e65ce4c1d028b8aba0dcda6b8dee9d0692a0a6fb,6976250146c991a0de62e0fa341bd0602dd4776f,16743136ed09611636721a31173c12b98b3711dd
SECBENCH,CVE-2015-0286,https://github.com/openssl/openssl,openssl,openssl,d3cc5e610d1719a35cda52c9152134b490a8c944,e677e8d13595f7b3287f8feef7676feb301b0e8a,d5a25ae0deeabc9baaacef64f4c23fbd0c2d67e9,c036e210f3339fc30fa88da4bd78753c6e643eaa
SECBENCH,SECOAUTH-36,https://github.com/spring-projects/spring-security-oauth,spring-projects,spring-security-oauth,0da337aef2979db848bc2e091a2b2a206412c62c,e703d747af332746895a02f75045c68255395c5c,be0f0768f98d27205140d29a962ba83d6cd7a3fc,f70368e3c495ab232cece99cd56f8fa1fa40d9a6
SECBENCH,,https://github.com/MISP/MISP,MISP,MISP,8e8f41ab13e574ef2b98408229dd5cf4613afb9a,e74aabf924db998dccdd444109263a38caf6f39a,97a499a93cc0be34ce30c27a201f2a05e0050cf9,ac8f4eac6b857a6d5278355494b9691ac68f92c2
SECBENCH,CVE-2017-7309,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,ecef0e9b523a460709e8feedfce72f05bb30b992,e881dd79df422033bbea88914fc0a717fae40358,28e902c2bfff6a9719e51df532fcfba09465f352,9b9b924a09aab7db2e81a283c60c9bab785d2031
SECBENCH,CVE-2014-2238,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,e8bdd248213d2de9cfe1f9bd4bd9dc12b2f5fc73,cb5007daad25bc604b8c53234e34eb1a6c5afd92,7790835c52374ffedff76ed745ea18deae9e6848
SECBENCH,CVE-2016-6302,https://github.com/openssl/openssl,openssl,openssl,652c52a602b4c88cfadb99e85ef175441b7f5d18,e97763c92c655dcf4af2860b3abd2bc4c8a267f9,b5dd1787401256f6a4d70686debf13b096f2bc22,98279c162963808e051cfced2ca888156e9b6124
SECBENCH,,https://github.com/josh/rails,josh,rails,0ee1cb2cd32bfaf47deaf5440dd5b9cf0915ab6a,eb5033ad6b4a12a32e1493fb5b9aeee9eb75f10e,e3623bd9ed71e289078cefad4204f38d2fdf9188,eab71208db1afead6803501c8d51d77625e5ad6e
SECBENCH,,https://github.com/google/google-authenticator,google,google-authenticator,59d1b79139b5b29d652780fce1906cb632c2eab9,eb7748cded7b14b907b7ebdec0581b6bb1e7e77e,37205220dabc9e5d60e0a634e2568270e4773596,34f63f459a81b06ffab736fe44ae0c0ba6f83b83
SECBENCH,,https://github.com/splitbrain/dokuwiki,splitbrain,dokuwiki,0265c2046291f04cccff5234f3b9d47630d77192,ebbef3b12bf9150995d42ebb1bb170b38169b443,dc9bdeadf4b4eeacd7b6c7a51269a4400e4d25d8,430d05b058ac3df435600a678cda365dba3eb1b7
SECBENCH,CVE-2008-3790,https://github.com/josh/rails,josh,rails,76797b443929005f43512a147e97f02f3145ed81,ebfa43c423ac16bb699424d8d3db11855dd79a91,097c0d61660aeee598900b1e748332f24eaec68e,aa4af60aad5772458e8ba3bd08505781aeeb53a2
SECBENCH,,https://github.com/nextcloud/server,nextcloud,server,98d0d48b54764162cfa9315e3c1f42915801d16f,ec1596054f9c9da9aae958b02e441185bd1b9f79,1dfd7de10e3311e9a8050d2fa52d83f028879f7e,d379ac7545d5b4d69c5419501a5084073378bc57
SECBENCH,,https://github.com/WordPress/WordPress,WordPress,WordPress,60de32b047a658529d049e7e541ba7105cbdbcee,ec1ca2236fc693ada675688d7e9ae19bd7d7a49f,216838a0d2e3e488f7048719ee4afa219663df3d,fbc9dba70b682d44451de15a031d281b7f886a42
SECBENCH,CVE-2017-7241,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,c83fe546e9f229542c88a9aede924bd5ce4663c6,ecef0e9b523a460709e8feedfce72f05bb30b992,f2b9bb7ead380c5377c588cb07e6945d9f0563ba,097eac43ab55114d21ab089e0e206ba8b57143df
SECBENCH,,https://github.com/bmizerany/sinatra,bmizerany,sinatra,01b1f4945e6e43aa670b7a68e6759fe1cb61b94a,ed98aed36f448f6521b404991aee41161c6756e2,e153415527c903191ae64cb5965fc33cb30b1a7a,f942ad76589d649b66458efe61648f13a08ef8a0
SECBENCH,CVE-2010-3070,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,61e90d0653f1532010a00eddb70609395a42ec6c,edb817991b99cd5538f102be26865fde7c6b7212,e4ccc3fd1aab62b6e3dbfbfdba3173f273815d02,b8b35d1dba4e093abd4c5ad37ee25e769692b7aa
SECBENCH,CVE-2016-2105,https://github.com/openssl/openssl,openssl,openssl,b7b8e948014d93e1eb6d954d0799ae68ab0e068b,ee1e3cac2e83abc77bcc8ff98729ca1e10fcc920,c1acef9263b875cc80431b8054049dedc59cd41d,3e524bf2d1748f6757c1f64d63779d4d04f7a859
SECBENCH,,https://github.com/pfsense/pfsense,pfsense,pfsense,034620d62ae1026679da444f860f0467ca572eb4,ee3de7b191e3735b2d03a932809ed37e22e03177,17640b289b53c9217a0a2464052ed421d975eba7,9a2d3fc164d8246c809082ed750df9b121b4ad47
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,phpmyadmin,phpmyadmin,dba2af651a53d5037296a1dc827081a94ef1062c,ee92eb9bab8e2d546756c1d4aec81ec7c8e44b83,ba346c27318358cc9b28214a29095d0268e78549,c8b10dad328709e34d478948b4340d50618a2adb
SECBENCH,,https://github.com/josh/rails,josh,rails,26238ac1731208949312f4f91d75011a2da30d49,eede82ccb980d9d1c67cddc6972a7125ddab1949,41f7d07da3de09862f6308889a43f2f894320c0e,7359f8190d0ac97db077096796bdc582dffa90d8
SECBENCH,CVE-2016-5703,https://github.com/phpmyadmin/phpmyadmin,phpmyadmin,phpmyadmin,79a34ff94cf801b7a158171b19b9cf98060d3f96,ef6c66dca1b0cb0a1a482477938cfc859d2baee3,c07ff281191c5bb8907fb12e433146255279e61d,834dfe57f98355ed94af4ab30a33c471a2ab2831
SECBENCH,,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,8bf42a625ee0d2372810acbde33be7a7fcc2aa17,f017e817762b3348d8c36f17324f07a62393656f,0b3b459c7a0d0e92c99ea8e0798e9945ef4d05c7,80231d23230fc1683c285e800889b5d970005f3f
SECBENCH,CVE-2015-6834,https://github.com/php/php-src,php,php-src,e8429400d40e3c3aa4b22ba701991d698a2f3b2f,f06a069c462d37c2e009f6d1d93b8c8e7b713393,b1fedd88db1de8a57e12e0f474e875efc9f1dec1,66a018ccb436d5dc25f2b5680b9caeeb5b8e4c53
SECBENCH,,https://github.com/edx/edx-platform,edx,edx-platform,1961189819282cc9341889fc928f06a340b71ae5,f0e7dcd346f1b17505897bbe7b20365c88f51757,81b6d7579681f43d1a6dc72b327f987b94d8d1ee,bfb5f333a94db52bc185c856ea2074718ea94d4c
SECBENCH,,https://github.com/pfsense/pfsense,pfsense,pfsense,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,f17f9f2891b459e3f119ced5857469b96c57dde9,075b213831717d3ea719a7be1bf6485f6c493223,336e9b1b981b6b325249a2ade2d2706d82bfc684
SECBENCH,CVE-2016-10167,https://github.com/php/php-src,php,php-src,6477bb724e0c4e95dfc8f315cac4b7e7a692b0f8,f1b2afc9d9e77edf41804f5dfc4e2069d8a12975,daf7528d901bd6948471891cd90b132e544b55c0,f2b36ec52bf533eeb289d6039dcf7c40e2b735e3
SECBENCH,,https://github.com/facebook/fresco,facebook,fresco,6f92497f95bdfaef08ea69ba08453bb3094eb27c,f1e1f24de3d65aa06d51f7dde92651a3cb29ed76,ac3267a73009eca3ee2882737ab1665f4c8590f2,0a769fded38c4adcc8f09f1998758e74c65d8b5c
SECBENCH,MDL-23872,https://github.com/moodle/moodle,moodle,moodle,3fdc6226970bd9da9d202ba9800b8ed2a2689075,f1f70bd4dde6cd1ea4bdb8ab28fa3d36a53b89d8,d11f12f646b3ab139f6d183071916b09211fd9d2,19db454f36c746e6010924de75ed63b9f27b939d
SECBENCH,CVE-2013-0249,https://github.com/curl/curl,curl,curl,add37cc49f241212bc29d19f9f80700458df6794,f206d6c055d1008f0edb6d5d5920f0f300b9983a,0b898b5a8a1998a529bcab8808540a741dcc7ef7,a9e0885be07af2f776716a83ca1f663d36935506
SECBENCH,CVE-2017-7620,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,2d541e9897d7629762fbc43f1bf42463458da033,f21b56fa9060dbae9438b0d0dfb21dff090c1dd2,b69fe75780ed7b1bc390a507ee8a735b09094935,8d449cdb73ad286024fad783bac7fb56b977f860
SECBENCH,,https://github.com/splitbrain/dokuwiki,splitbrain,dokuwiki,6abea1c0be56a2cb5575c8921c3e6661ed565697,f23f95941a400702f525923973f3612df6da82cb,3ad4c3cdc8d3bebaa2a9bc20d293c0af438f4923,4af80fe8e39fd3a0e35794f0f7e7b595f9614510
SECBENCH,,https://github.com/jersey/jersey,jersey,jersey,b825ebd4f2e2670049f94d3aeecb364c92cfdf19,f2460a046b8d94f1140d6444a8dca494360310b4,ddc618bb887cab999b3d5f12ef9089f6890f7d97,3f245441bc9d505c0de9cbfa63996010bfef5a16
SECBENCH,CVE-2013-7023,https://github.com/FFmpeg/FFmpeg,FFmpeg,FFmpeg,5dc6c0ea9ee7836df039c71259c7e538d7058243,f31011e9abfb2ae75bb32bc44e2c34194c8dc40a,7fbb3b5b9857276b4cd17b2a530c7e0880d2bc0a,5efd91284e56d444139ed811671c59a129bbb92f
SECBENCH,LMS-532,https://github.com/edx/edx-platform,edx,edx-platform,9e8a24bfc0efc218da55ccbb3a92d9d95243cc45,f351b05031dfeda252518ea66f6e007884aa433d,5f612c78196d591833e114a4ca6ad00532dc50e5,de4abe300b8ea08f8eeef0c67838f049a4cbd33f
SECBENCH,,https://github.com/WordPress/WordPress,WordPress,WordPress,f52618027882684bff690b9428e4d3077075a900,f359dab72ea6c3666ba5df592d1efbb0afb5b13d,751ce362dbfd40a3eb49a225710e4eeae074ab19,d3da3ab9980577a8b39301b532632654294f79c6
SECBENCH,CVE-2013-0197,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,8414dc7a5e025958d44deb5f9a072e3caa0be381,f5ac454eb63fde102347a021a2af0c535033d572,896f6eb98230c0ae3a6d843aaa805b915ceb800f,aa6a59618ba80bbb93f1895a03803f34bfbce6d2
SECBENCH,CVE-2016-2179,https://github.com/openssl/openssl,openssl,openssl,5dfd03812c54ca72d5e4f3d866f270257e6af082,f5c7f5dfbaf0d2f7d946d0fe86f08e6bcb36ed0d,49b8142262247dcf6e0308e26cdb2d7f1bbafcb8,f0e8ae723cf8f86a91bdc5be8a6a5b956309729f
SECBENCH,,https://github.com/timburks/nu,timburks,nu,8186b9cdaf1906f4bfa2a92229e2f95320e5d510,f5ec423ec2090983f550575e76c51be4f8d1385f,7e3a0935e2a47d45fc054c41d587ae2090017286,df78ec3ef832d63c045507501c45270bfd11433e
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,b088daf045a19c818d427e28d752566f3e7044e8,f5ed91137aa3d288d554f37b97423de2c7fea088,668c0873986adeec2187aaf8f798d1d62306e61a,d57f4d0f60e1833634c0bd6605a99cc2e1363655
SECBENCH,,https://github.com/joomla/joomla-cms,joomla,joomla-cms,2c968f0082f70e9597679a4359c5b26f391b3ac2,f625ffbf83d7a9c5093b93b2e946a07129b4091a,4e45bc1973fc3e96768071ba67dea87f90fac294,7ad5d5c84a103908108219ff00b90e61e2fccab0
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,phpmyadmin,phpmyadmin,951fb4dd79253a3aca8b6e386db77c1affcfc3a9,f63e1bb42a37401b2fdfcd2e66cce92b7ea2025c,6d0c1d09f20ef46409b7885424c56a468489ec27,237d967cf92a332a9f5bbf89ed9baa70436c9b5e
SECBENCH,CVE-2017-7620,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,f21b56fa9060dbae9438b0d0dfb21dff090c1dd2,f66440902877103f312905257dbccdad02ab5a3b,dcaabec6c1eb242eb131dfa4566e0dc72c148f59,dd3844f190b570a105decc6f602d27944c754a1f
SECBENCH,CVE-2015-5714,https://github.com/WordPress/WordPress,WordPress,WordPress,f91a5fd10ea7245e5b41e288624819a37adf290a,f72b21af23da6b6d54208e5c1d65ececdaa109c8,4336a2b9a7491e2accaf7dca17c0895ff99861e9,39147698d9efca5492b0932c79944a4261638fe6
SECBENCH,,https://github.com/zxing/zxing,zxing,zxing,99ca70d7f301c45429f9d4c62e127c20f2bd2649,f7392b3ffebd6c281e543914057b85922757f3d5,c2a6255e19fdd51269b95546307caf430328c2eb,30c41e518237804c28eaa7e220a87670edb3cb74
SECBENCH,CVE-2014-8553,https://github.com/mantisbt/mantisbt,mantisbt,mantisbt,b509ab380f91e84d9683dbfdb02206b88a9b86fb,f779e3d4394a0638d822849863c4098421d911c5,78c2e76cdeceb7b7afc967fb7a1ebb37b3151c26,3e44f138090df6f9db5780f885be4cd5946dc23b
SECBENCH,,https://github.com/AFNetworking/AFNetworking,AFNetworking,AFNetworking,648c650ae700ceba6caf8f9753e7f1a1d1e8ee04,f801bc453c8c74d7cd92482a67b66537e72b4835,ebdac4a01da3f5c903c4dfdc96de7997932314b6,0ec7995128906b4f37fe0a46b5cf1c428b6f1283
SECBENCH,,https://github.com/WordPress/WordPress,WordPress,WordPress,02424959e4dbbbf3c989c6d36f5807b6bb3ad7d8,f8e7680cd61652b16d30948968adafe0d4dcdd54,99a0a9806167ae5df53e265a957cfed1af3f98ea,0d091815521f1129e6e59155e4758fcd3881d761
SECBENCH,,https://github.com/josh/rails,josh,rails,44e6aa7e19928f401e8728ddc2f4d7f6e3d6e105,f92d6a07d0d01226fb80c82608d332843c01f2d6,0168c7a394e1f9a0462a8fc442e3cc3b205bd6ae,8020f71df120f80fd7db9ab568c8d0d6d1ad4e28
SECBENCH,CVE-2016-7053,https://github.com/openssl/openssl,openssl,openssl,bf52165bda53524a267c784696bd074111a2f178,f962541d0be200055e508641ddf3a8ec8819e4df,38a322a5f29ae0b4a9bd42233310835487d875ac,629192c1b9f17965e0a6b73229b7b1e004bfbd98
SECBENCH,CVE-2014-0076,https://github.com/openssl/openssl,openssl,openssl,a029788b0e0c19cee4007cc1f73201cf2c13addf,f9b6c0ba4c02497782f801e3c45688f3efaac55c,55ac522068e616d8a4d1bd5590f3b2d08d4ba25c,ccc265eaa7a0af0e52aab6961ac3ddd9e5a22156
SECBENCH,CVE-2012-4929,https://github.com/curl/curl,curl,curl,38ed72cd3733e0d809c4b7023151d3f06e7274ef,fa1ae0abcde5df8d0b3283299e3f246bedf7692c,075c534270421964e1c4709e4f87a99e31d1f1d1,f317f8b149c170be732670f8239812854e8c0f03
SECBENCH,,https://github.com/mattpass/ICEcoder,mattpass,ICEcoder,ec44407e25b15bf70c734cae759092456d0e5c87,fa48d0d2f059fb8921e895b9e20e79de3c726154,6aa2d0e533c1d5f23d5089b1ef1997a148a4f600,82b6af34caf2e0144e2e24f66afd7e022a292480
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,931ed118ded254cd33bbe66fcc9dc30dc8b9953e,fa86150d024f737d3b890396f6834cf1adbd92be,22611de49bd40d8cda5b4dd5046082da6baf7130,34528b40ce6107a1b24f0ca784d1a5c7a7140628
SECBENCH,,https://github.com/josh/rails,josh,rails,64249223ebb2b51814d8764c498b14a12d072b83,fad83d8cbbbd0862a758a1c09c7dcc6f74a25d60,3eb16cea7eeecaa8815baabc75dfec3cdad684c2,8ce6fd559445188b1cbccafd50455ee217d2c752
SECBENCH,CVE-2015-2305,https://github.com/php/php-src,php,php-src,8b14d3052ffcffa17d6e2be652f20e18f8f562ad,fb04dcf6dbb48aecd8d2dc986806cb58c8ae5282,5626bcabf29d8070840c0dc43b5a4cc18c5853ce,a7b3f59f7b5a32fd575feec90204437ee846e676
SECBENCH,CVE-2016-5424,https://github.com/postgres/postgres,postgres,postgres,41f18f021a0882eccbeca62e2ed4b66c6b96e9c9,fcd15f13581f6d75c63d213220d5a94889206c1b,f472012a3257d022dd36c6b5e30ad8d223d0ccea,403bd6a18b8ec5aeee51c08360441c3c3c239d8f
SECBENCH,,https://github.com/cakephp/cakephp,cakephp,cakephp,0c7720e8f8f795233b5809419bfa024c4bed9eb1,fcec8ef537e61573b9dfe43d2742c56b40473aaf,fa7549dc4cd8e99cfcc4f7ad4c0abb4b7fc7fe34,af87e5d5bc45866a75ae416a472fc4900f07c642
SECBENCH,,https://github.com/openstack/nova,openstack,nova,e5ed57dc3f93164ee8c09b13c60e7712736ad58a,fdb73a2d445971c6158a80692c6f74094fd4193a,867d8e8d6f4acab17f3264bf3377720b85426b55,1307dba61fc43ffd8650255d8233ed6a014cae25
SECBENCH,CVE-2012-1836,https://github.com/inspircd/inspircd,inspircd,inspircd,eba7e6655a21c752912995aa04355f0df112f8e5,fe7dbd2c104c37f6f3af7d9f1646a3c332aea4a4,d3d32dcf6ddb15d8ca9089de63a51b45b437a063,0d9e5bd011a1b5c4bb3b094a82744afcdd86cbb3
SECBENCH,CVE-2012-3424,https://github.com/josh/rails,josh,rails,90c9ae58010ee1a00c0eb5637533ed8b5e216ac2,fee0bc57385b564b2789d199969ac26409603188,f12f08d61fcc4620632f21330916b4c5809b9da3,d4261d8562a3fa9be3d04235077543d92d8cfd23
SECBENCH,,https://github.com/osTicket/osTicket,osTicket,osTicket,03a84301e2e0e6875058814e877b7f7cffa33a98,ff1d8b9e599a1ec315a9c34c279ba3645218c766,ee2d3c72ba13a5b1370719da865dd0af89aa3507,784184b6dd5846ad9a73c632592dfaaad4b69030
SECBENCH,CASSANDRA-4820,https://github.com/apache/cassandra,apache,cassandra,4d637f1f1b62593e0c52e49966e3f286bf65c3e9,ffbcb4b11b40c52253b02098ca0225b9cf426cd2,781b248f3123cb7e61d898803752609fc7d14537,b7fdc674a9882db9e46078c0532add4493233377
