Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score
SECBENCH,,https://github.com/WordPress/WordPress,a858edf40516bc1f66196ac5507b4116985e8342,xss,Normal,2009,WordPress,WordPress,12/22/09 17:00,"Add escaping to _wp_comment_row(). Props Denis-de-Bernardy. fixes #11492 for trunk

git-svn-id: http://svn.automattic.com/wordpress/trunk@12493 1a063a9b-81f0-0310-95a4-ce76da25c4cd",137705d20ba6f1d878e5f4378905e51c34631316,php,
SECBENCH,,https://github.com/owncloud/core,a862fec9a329c449b808e8d888764cbc9cc0bc19,,,2011,owncloud,core,12/14/11 12:26,make remember login token also dependent on password to protect against some brute force attacks on this token,5e711f37ca3f009317a3c8cd0e47ed4f15922142,php,
SECBENCH,,https://github.com/gitbucket/gitbucket,a889ed7c46b2cc420aa104fac81ed603bba9b14d,,,2015,gitbucket,gitbucket,1/27/15 1:28,"Merge pull request #591 from marklacroix/anon-access

(refs #274) Add option to deny anonymous (i.e. unauthorized) access",e24684cb2bc65a2f277838e1837309aac2cf2282,scala,
SECBENCH,,https://github.com/Codiad/Codiad,a88b18027568d9c6539ab91932da84a45cd44e6b,,,2013,Codiad,Codiad,4/2/13 16:28,"Security patch (files must stay in workdir)
Clean path in filemanager for prevent null bytes injection & go out of workdir",601e89d77bcef6796301c1b7a6b75a30e7c393e5,php,
SECBENCH,CVE-2014-0224,https://github.com/openssl/openssl,a91be10833e61bcdc9002de28489405101c52650,CWE-310,MEDIUM,2014,openssl,openssl,5/16/14 11:49,"Fix for CVE-2014-0224

Only accept change cipher spec when it is expected instead of at any
time. This prevents premature setting of session keys before the master
secret is determined which an attacker could use as a MITM attack.

Thanks to KIKUCHI Masashi (Lepidum Co. Ltd.) for reporting this issue
and providing the initial fix this patch is based on.
(cherry picked from commit bc8923b1ec9c467755cd86f7848c50ee8812e441)",a7c682fb6f692c9a3868777a7ff305784714c131,c,5.8
SECBENCH,,https://github.com/curl/curl,a9beeeeeeac018157412e4510342554a48df54f4,,,2014,curl,curl,10/2/14 21:01,"imap_perform_authentication: fix memory leak

Coverity CID 1215296. There's a potential risk for a memory leak in
here, and moving the free call to be unconditional seems like a cheap
price to remove the risk.",a8ec986981d6a218ce3abac27b9e0b0e76286863,c,
SECBENCH,,https://github.com/curl/curl,a9cd4f4ed49e1a0b79f8fc6a0cb129331fa04f23,,,2011,curl,curl,1/5/11 23:47,"gtls: fix memory leak

Bug: http://curl.haxx.se/mail/lib-2011-01/0079.html
Reported by: Quinn Slack",1d28efb9d1759bcbc81d28e462c2e3a5d60a17e4,c,
SECBENCH,,https://github.com/forkcms/forkcms,a9d22fb220777aa4890b2901f39e1c56b39b43ec,,,2017,forkcms,forkcms,3/18/17 10:24,Fix xss in the search statistics,bc555f7f1857ebaa70b20405d54cc551e7942c11,php,
SECBENCH,,https://github.com/pfsense/pfsense,ab17ed4e70cc8cd8337846525a3694d81fffff32,,,2013,pfsense,pfsense,7/1/13 1:16,"support mitigating BEAST attack

According to http://redmine.lighttpd.net/projects/lighttpd/wiki/Release-1_4_30

""...by setting

ssl.cipher-list = ""ECDHE-RSA-AES256-SHA384:AES256-SHA256:RC4-SHA:RC4:HIGH:!MD5:!aNULL:!EDH:!AESGCM""

you can mitigate BEAST attacks.""",da60727cead91cc475c6fa2ddb2309ab79962467,inc,
SECBENCH,,https://github.com/cakephp/cakephp,abf1c69babdc6bb071bf4f6a26f60f091fa63283,,,2015,cakephp,cakephp,10/17/15 14:01,"Merge pull request #7566 from ndm2/port-#7260

More specific path traversal check.",7bdc47f797e8ce5b6251e1604d3229f5f9dc208f,php,
SECBENCH,,https://github.com/mantisbt/mantisbt,ac3fe2f105edd4b5c6b466d34b8694efac026131,,,2006,mantisbt,mantisbt,2/3/06 3:37,"fix for 0006664: Port #6659: Cross site scripting vulnerability


git-svn-id: http://mantisbt.svn.sourceforge.net/svnroot/mantisbt/trunk@3978 f5dc347c-c33d-0410-90a0-b07cc1902cb9",cd0523feeb22d6e433a244c61876e5c860559bad,php,
SECBENCH,CVE-2016-10074,https://github.com/forkcms/forkcms,acd6e0d9a3f8cb67da3cf5b8cc82c5f7afec1cfd,CWE-77,HIGH,2017,forkcms,forkcms,3/17/17 13:48,"Make sure swiftmailer is patched

https://legalhackers.com/advisories/SwiftMailer-Exploit-Remote-Code-Exec-CVE-2016-10074-Vuln.html",eb3aa4bce9bd1c81af70691a707f77fe2fcf7530,json,7.5
SECBENCH,,https://github.com/postgres/postgres,acf09c64b0264715a4e29d3e04b5ca274350765a,,,2003,postgres,postgres,8/7/03 4:03,"Sometimes the third time is the charm.  Third try to fix the sql injection
vulnerability.  This fix completely removes the ability (hack) of being able
to bind a list of values in an in clause.  It was demonstrated that by allowing
that functionality you open up the possibility for certain types of
sql injection attacks.  The previous fix attempts all focused on preventing
the insertion of additional sql statements (the semi-colon problem:
xxx; any new sql statement here).  But that still left the ability to
change the where clause on the current statement or perform a subselect
which can circumvent applicaiton security logic and/or allow you to call
any stored function.

 Modified Files:
 	jdbc/org/postgresql/jdbc1/AbstractJdbc1Statement.java",f0f137599ae5af43f15363f921744bd3c2361966,java,
SECBENCH,,https://github.com/curl/curl,acfa131c8cc94930064c23561892a83295aaffd3,,,2003,curl,curl,8/11/03 12:25,memory leak fixed when re-using connections with proxy user+passwd,793d0e27e1e752c961dd886dcd106c67f8bc8513,c,
SECBENCH,,https://github.com/Graylog2/graylog2-server,acfb10054b70a57664a632b84230d81ef22a80a3,,,2013,Graylog2,graylog2-server,2/14/13 17:31,upgrade to secure against latest rails and json CVEs,1ef662d8ebf9158ca929d2c7bb389725ba818a5e,Gemfile,
SECBENCH,CVE-2011-0447,https://github.com/josh/rails,ae19e4141f27f80013c11e8b1da68e5c52c779ea,CWE-352,MEDIUM,2011,josh,rails,1/5/11 0:36,"Change the CSRF whitelisting to only apply to get requests

Unfortunately the previous method of browser detection and XHR whitelisting is unable to prevent requests issued from some Flash animations and Java applets.  To ease the work required to include the CSRF token in ajax requests rails now supports providing the token in a custom http header:

 X-CSRF-Token: ...

This fixes CVE-2011-0447",0b58a7ff420d7ef4b643c521a62be7259dd2f5cb,rb,6.8
SECBENCH,,https://github.com/curl/curl,ae4558dbb479f09ea01164b1a0d4ac54ec88b29c,,,2013,curl,curl,4/6/13 18:55,curl_schannel.c: Fixed memory leak if connection was not successful,ee7669ba3adeec052d999d9b415bb34caaa1e94b,c,
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,ae67d35cdc00eee733c278c91ab547db5d47a217,,,2013,phpmyadmin,phpmyadmin,4/18/13 17:26,Security: sanitize parameter to fix a local file inclusion vulnerability,a564d981e9ef5022d69b2720d6a6126c73c74637,php,
SECBENCH,,https://github.com/slimphp/Slim,ae7c4815929af0baa0abdc6f81e0dc73f1ff785e,,,2013,slimphp,Slim,6/3/13 20:28,Prevent code injection within Router::urlFor with preg_quote,09545b50a6c1bfb10d1ab7bac60592b8a78a3e2f,php,
SECBENCH,,https://github.com/MISP/MISP,afdcc1af0c39c00d60e65c043c8216fb05b243fd,,,2015,MISP,MISP,11/13/15 22:57,"Fixed a security issue with the CSRF protection being avoidable using some site admin functionality

- as discovered and reported by Egidio Romano of Minded Security

- Lacking checks of HTTP methods in some functionality could lead to a site admin uploading and executing malicious scripts

- Tightened HTTP method verification across the board for actions that modify data
- Turned some administrative tasks to POST only actions",a380458d2e9072c1f5affa52ad259b38108e3ca6,php,
SECBENCH,,https://github.com/mongodb/mongo-php-driver-legacy,affdd497be96f842d55d282e1b7a17ea9458113f,,,2011,mongodb,mongo-php-driver-legacy,12/13/11 13:03,fix memory leak,52439c74d9a884593a62a8dc1d0638d83d53c42d,c,
SECBENCH,,https://github.com/curl/curl,affed6725ee58aa4dadb227d8033cc3a1dffa7e1,,,2011,curl,curl,9/29/11 21:45,"smtp_mail: fix memory leak

... introduced in 7f304ab84f560c",7f304ab84f560c9ddcd3ed1887bb4aa99a90bd6a,c,
SECBENCH,CVE-2014-9089,https://github.com/mantisbt/mantisbt,b0021673ab23249244119bde3c7fcecd4daa4e7f,CWE-89,HIGH,2014,mantisbt,mantisbt,11/25/14 4:54,"Improve validation for filter sort and direction

Fixes #17841",5d1a57f8c0e15dc3e771d382f5189578e908da9a,php,7.5
SECBENCH,,https://github.com/seven1m/onebody,b0194b311b84db8c0c95242e7e7dc8a27d7166cd,,,2007,seven1m,onebody,7/20/07 15:15,"made ssl optional and added back session hijack protection

git-svn-id: svn://beonebody.org/onebody/trunk@299 88fc0095-4724-0410-ab6c-c99dba55acc4",04b1ebb7ee3a0d98705a82e792ab66b6dfbabdc0,rb,
SECBENCH,CVE-2016-0701,https://github.com/openssl/openssl,b128abc3437600c3143cb2145185ab87ba3156a2,CWE-200,LOW,2016,openssl,openssl,1/18/16 11:31,"Prevent small subgroup attacks on DH/DHE

Historically OpenSSL only ever generated DH parameters based on ""safe""
primes. More recently (in version 1.0.2) support was provided for
generating X9.42 style parameter files such as those required for RFC
5114 support. The primes used in such files may not be ""safe"". Where an
application is using DH configured with parameters based on primes that
are not ""safe"" then an attacker could use this fact to find a peer's
private DH exponent. This attack requires that the attacker complete
multiple handshakes in which the peer uses the same DH exponent.

A simple mitigation is to ensure that y^q (mod p) == 1

CVE-2016-0701

Issue reported by Antonio Sanso.

Reviewed-by: Viktor Dukhovni <viktor@openssl.org>",3444c36ab489b7084832254723a356e3c2eb023a,c,2.6
SECBENCH,,https://github.com/lxml/lxml,b14f67842b88f2fcecb24166f1ffb7de156066b1,,,2010,lxml,lxml,12/29/10 18:59,"[svn r4509] fix test resource leaks

--HG--
branch : trunk",0af4cf494d4ee955366f9d4b059ad1f78ef60185,py,
SECBENCH,CVE-2009-3009,https://github.com/josh/rails,b16e0c922344da256ab977fd5e7a7f69e0be90fc,CWE-79,MEDIUM,2009,josh,rails,8/31/09 19:07,"Clean tag attributes before passing through the escape_once logic.

Addresses CVE-2009-3009",9a73630d935e360f3dc896e50dd673afb97cf3b5,rb,4.3
SECBENCH,,https://github.com/josh/rails,b29e89368841869c92d706addddd09f436a3ea2f,,,2010,josh,rails,4/3/10 2:21,Fix memory leak in dev mode,c6372d604952a8eef16ce73a06814aa143b94779,rb,
SECBENCH,GRAILS-7170,https://github.com/grails/grails-core,b2e1ca445f26a2a6a58a284b4089ffd1e65ddaf6,,Alta,2013,grails,grails-core,4/13/13 19:40,"Fix for GRAILS-7170 XSS vulnerability: g:message
doesn't escape message arguments",a5988e10e2f5229719b34b3c48cf395a066a3105,groovy,
SECBENCH,CVE-2013-6415,https://github.com/josh/rails,b31a7a6f1ec3c74f75b4cd12386b08295287418d,CWE-79,MEDIUM,2013,josh,rails,12/1/13 21:12,"Escape the unit value provided to number_to_currency

Previously the unit values were trusted leading to potential XSS vulnerabilities.

Fixes: CVE-2013-6415",2e3c3a87d81e16a2fed442c1cf31360f75737a83,rb,4.3
SECBENCH,CVE-2012-1108,https://github.com/taglib/taglib,b3646a07348ffa276ea41a9dae03ddc63ea6c532,CWE-20,MEDIUM,2012,taglib,taglib,6/9/11 16:44,Be more careful when parsing Vorbis Comments,8ed9b0da2cdb2ac870052d4734b622e755430f71,cpp,4.3
SECBENCH,,https://github.com/openstack/nova,b5f8ab0e913c121a80ff0efe358960099e7c87f8,,,2011,openstack,nova,1/5/11 19:16,fix injection and xml,1cc5e933ccc29a88d09d2050e5224ee27eda767c,py,
SECBENCH,,https://github.com/neo4j/neo4j,b60a4547effa4c77f183bb10cc7c68dee8464f1b,,,2013,neo4j,neo4j,5/16/13 15:06,"Properly stop server.

This prevents resource leaks (such as ports remaining open and conflicting between tests).",a077134d2ee35b5340b5728603135148d6eb901b,java,
SECBENCH,CVE-2012-1915,https://github.com/ci-bonfire/Bonfire,b60ea88257c58d23c97ac95a4291dbd22d4c54f9,CWE-79,MEDIUM,2012,ci-bonfire,Bonfire,8/14/12 16:26,"Escape variables that need it

I.e. variables loaded from the database.
(Also module details in the modulebuilder index).

We can't rely on xss_clean() to prevent XSS attacks.
It's broken at the moment, and has been broken twice before.

https://github.com/EllisLab/CodeIgniter/issues/1705#issuecomment-7723346=
http://blog.kotowicz.net/2012/07/codeigniter-210-xssclean-cross-site.html
http://blog.astrumfutura.com/2011/05/codeigniter-2-0-2-cross-site-scripting-xss-fixes-and-recommendations/

If you don't want users to be able to insert rich markup
(Bonfire doesn't, at least outside the emailer class)
xss_clean is trying to do way more than you need anyway.
So if we work towards rooting it out, we could be more
confident in our security _and_ performance.",21b3af7c32f7c8a634dfbaf5fa55ccfa25779018,php,4.3
SECBENCH,,https://github.com/pfsense/pfsense,b71f0cbb059eacb260f71ce671bd7b4dbae39c5e,,,2012,pfsense,pfsense,11/20/12 14:03,Resolves #2294. Base64 encode the file when sending to the browser same way it is encoded when sent to us. This prevents csrf from mangling things,64307806ab5b53a60a4343862f806be90e2eea79,php,
SECBENCH,CVE-2006-4339,https://github.com/openssl/openssl,b79aa05e3babdbab92c6356f6e51f7bb43c41576,CWE-310,MEDIUM,2006,openssl,openssl,9/5/06 8:58,"Avoid PKCS #1 v1.5 signature attack discovered by Daniel Bleichenbacher
(CVE-2006-4339)

Submitted by: Ben Laurie, Google Security Team
Reviewed by: bmoeller, mjc, shenson",500b5a181df0e8e442e4cbf954213ff886b29df3,c,4.3
SECBENCH,,https://github.com/WordPress/WordPress,b7ede43c4f69b29cccfae79abda19d3c575034c9,,,2014,WordPress,WordPress,11/19/14 20:28,"Twenty Fifteen: doc cleanup, addresses removing periods from file header summaries, some spacing, loop documentation, and https instead of http.

Props DrewAPicture, MikeHansenMe, see #30149.


Built from https://develop.svn.wordpress.org/trunk@30394


git-svn-id: http://core.svn.wordpress.org/trunk@30390 1a063a9b-81f0-0310-95a4-ce76da25c4cd",ad646bc1838454b0859f196c13a41d8815b9a15e,php,
SECBENCH,,https://github.com/Pylons/pyramid,b809c72a6fc6d286373dea1fcfe6f674efea24a5,ta,,2015,Pylons,pyramid,2/10/15 18:36,Prevent timing attacks when checking CSRF token,4517ec56047d5f33e0b190b69be2be1029612c05,py,
SECBENCH,,https://github.com/owncloud/core,b86f2069ff1f434373c0babe0c28db5ee431498e,,,2012,owncloud,core,3/13/12 15:00,"Fix a session fixation vulnerability

- regenerate the session for every successful login
- properly destroy a session

Further information can be found on:
https://en.wikipedia.org/wiki/session_fixation",2f3c0a6d804609aa908b8e938943e3ab8679b0a9,php,
SECBENCH,CVE-2016-6305,https://github.com/openssl/openssl,b8d243956296458d1782af0d6e7ecfe6deae038a,CWE-20,MEDIUM,2016,openssl,openssl,9/10/16 20:24,"Fix a hang with SSL_peek()

If while calling SSL_peek() we read an empty record then we go into an
infinite loop, continually trying to read data from the empty record and
never making any progress. This could be exploited by a malicious peer in
a Denial Of Service attack.

CVE-2016-6305

GitHub Issue #1563

Reviewed-by: Rich Salz <rsalz@openssl.org>",c31dbed70c0be1578276367a1ba420ac935d0c68,c,5
SECBENCH,,https://github.com/libretro/RetroArch,b91527749e93aa70d51a727219e44e79fa8cc4dc,,,2013,libretro,RetroArch,4/9/13 7:58,"(RMenu) Some RMenu fixes - deal with overflow on 'pressed up'
state in core options menu along with some other things",6a845dec645914a00441c66d6baf09d66cf22500,c,
SECBENCH,CVE-2011-0449,https://github.com/josh/rails,b93c590297ba65a6c5b18655a7790163abcb06f1,CWE-264,HIGH,2010,josh,rails,11/28/10 21:26,"Ensure render is case sensitive even on systems with case-insensitive filesystems.

This fixes CVE-2011-0449",3ddd7f7ec9b156e4b7de4c23d448c2db98f30504,rb,7.5
SECBENCH,,https://github.com/google/google-authenticator,b9ce63a46a34391cdef2ffdb24e52c35b397126e,over,,2015,google,google-authenticator,10/31/15 13:13,"libpam/demo: fix overflow in code input

Correct an incorrect allocation resulting in an overflow of the response
buffer:

$ ./demo
Verification code: 0123456789012345678901234567890
*** Error in `./demo': malloc(): memory corruption: 0x00000000025300e0 ***",beb43d7baf22c0f9c0d0f87c1ce5473c41943d06,c,
SECBENCH,,https://github.com/nextcloud/server,ba4f12baa02dfb55ec8822687896d643261440c4,,,2016,nextcloud,server,7/20/16 16:36,"Implement brute force protection

Class Throttler implements the bruteforce protection for security actions in
Nextcloud.

It is working by logging invalid login attempts to the database and slowing
down all login attempts from the same subnet. The max delay is 30 seconds and
the starting delay are 200 milliseconds. (after the first failed login)",7cdf6402ff9a0e07866ca8bcfcffd0e0897b646a,php,
SECBENCH,,https://github.com/josh/rails,ba80ff74a9627f676b4c426587ce5ea487665e46,,,2008,josh,rails,10/14/08 9:37,"Sanitize the URLs passed to redirect_to to prevent a potential response splitting attack.

CGI.rb and mongrel don't do any sanitization of the contents of HTTP headers, so care needs to be taken.",de0ed534f6055c365d05c685582edeceef1eafa6,rb,
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,bbccc368173294f8d713a0f4dbfca28560811b33,,,2011,phpmyadmin,phpmyadmin,6/10/11 19:38,Minor xss reported by Aung Khant,2d56821c0f1337ae3fec7e845a396e2b0448fdeb,php,
SECBENCH,,https://github.com/php/php-src,bcd64a9bdd8afcf7f91a12e700d12d12eedc136b,,,2016,php,php-src,1/18/16 1:53,"Fixed bug #71311: Use-after-free vulnerability in SPL(ArrayObject, unserialize)",ff10dceff87f4c94c55e6bc2e962f4bb3d66feb4,c,
SECBENCH,,https://github.com/MPOS/php-mpos,bd2999526edd763546e8bced5378e8b46a50ee54,,,2014,MPOS,php-mpos,1/18/14 21:53,"fixed mobile templates, have not tested as they use same methods as main template
fixed change pw templates; added csrf token
added csrf protection for password reset
fixed reset and change pass templates; were missing csrf token (form only tpl)",7e3197246a0f15382e83a839c158e51ea4bc43a3,php,
SECBENCH,CVE-2014-0130,https://github.com/josh/rails,bdcd5f94b2efdf661f201917d63476c245aa7c09,CWE-22,MEDIUM,2014,josh,rails,4/17/14 19:50,"Only accept actions without File::SEPARATOR in the name.

This will avoid directory traversal in implicit render.

Fixes: CVE-2014-0130

Conflicts:
	actionpack/lib/abstract_controller/base.rb",e167a54785e319c526b638d591eaca0c4da93a54,rb,4.3
SECBENCH,,https://github.com/PHP-DI/PHP-DI,be416a1a595ab435c08211646aae76ef3635631a,,,2014,PHP-DI,PHP-DI,1/24/14 18:11,#146 Tests and fix for injecting null values in parameters and properties,b25b80079f09f0ae8d4f44d2502ac85008976b34,php,
SECBENCH,,https://github.com/unbit/uwsgi,be6f61aa1bc30ab6c1af63915d24cc3dc91e915e,rl,,2013,unbit,uwsgi,12/23/13 11:18,"master: fix a couple of resource leaks

Reported by Coverity as CID #1141954",eb6c35aa95c231b788ce61b39766501519bd7657,c,
SECBENCH,CVE-2013-6416,https://github.com/josh/rails,bea9c9b4c0f9bb7356ea2058118fe40495432010,CWE-79,MEDIUM,2013,josh,rails,11/18/13 20:00,"Ensure simple_format escapes its html attributes

The previous behavior equated the sanitize option for simple_format with the
escape option of content_tag, however these are two distinct concepts.

This fixes CVE-2013-6416

Conflicts:
	actionview/lib/action_view/helpers/text_helper.rb",b31a7a6f1ec3c74f75b4cd12386b08295287418d,rb,4.3
SECBENCH,,https://github.com/pfsense/pfsense,bef1056048aa2e0839fd5839e83da154f06c8c2c,injec,,2014,pfsense,pfsense,6/19/14 14:29,Make sure single quotes are encoded and avoid javascript injection,daeab6c45370e05491ae60f854fb3b9967c6f94d,php,
SECBENCH,,https://github.com/josh/rails,bfc432574d0b141fd7fe759edfe9b6771dd306bd,xss,,2011,josh,rails,8/16/11 22:18,properly escape html to avoid invalid utf8 causing XSS attacks,586a944ddd4d03e66dea1093306147594748037a,rb,
SECBENCH,,https://github.com/toretore/barby,bff5b21bc2a08300569d6b81f09c41e39297455e,,,2009,toretore,barby,4/13/09 18:55,"Added calls to img.destroy!

RMagick has a memory leak problem that is problematic for long running
processes like Mongrel web servers.  Adding these calls to img.destroy!() will
help reduce the leak, although in my testing there still seems to be some
unreclaimed memory.

Signed-off-by: Tore Darell <toredarell@gmail.com>",cd497a93b52f97ffe2aa8f196b8926affbdc7291,rb,
SECBENCH,CVE-2009-1904,https://github.com/josh/rails,c014c3e5c14beb71fa7c67f15448386d0ffaba28,CWE-189,MEDIUM,2009,josh,rails,6/10/09 0:10,"Whitelist the methods which are called by multiparameter attribute assignment.

This prevents users from causing NoMethodErrors and the like by editing the parameter names, and closes a potential exploit of CVE-2009-1904.",b6fde6b4801fae26cdd0e790f6bfd06e7afe9941,rb,5
SECBENCH,CVE-2017-6799,https://github.com/mantisbt/mantisbt,c154fafcabdc1226ec19985c9bb42331eadcd7ac,CWE-79,MEDIUM,2009,mantisbt,mantisbt,11/22/09 12:37,"Fix #11026: Fix XSS bug in view_filters_page.php

Fix a parsing/validation error whereby a target_field input of the form
""status[]<script>bad_code();</script>"" would be printed directly to
HTML, thus leading to a XSS vulnerability.",880db8239af02a76994eb923e12d59f247ea0591,php,4.3
SECBENCH,,https://github.com/cakephp/cakephp,c1680b2dede92d2c1baf9d9a6493c7af4dbb7bbc,,,2016,cakephp,cakephp,10/30/16 3:45,"Implement more robust nonce handling in Digest authentication.

Shore up some of the implementation gaps we have around nonces. Nonces
should expire and should be generated by the server. I've followed the
Symfony approach to generating nonces which results in short lived (5
minutes by default) nonces that are regenerated each time the client
receives a 401.

By validating and requiring nonce rotation we can avoid replay attacks
with our Digest authentication implementation.

I've targetted 3.next as validating/requiring nonce rotation is
a behavior change that I feel could trip up application developers. By
including it in a minor release we can more effectively communicate the
changes.

Refs #9668",318d7c1c1ff0e8dac79084a8ffc99d58ad0f778a,php,
SECBENCH,,https://github.com/grails/grails-core,c1d13410a0a8d88841b6afcae7a7bfa0ebf5bad7,,,2012,grails,grails-core,7/31/12 20:04,fixed the xss issue in layoutTitle,d10659d4aec4ca3a6760f04b3b22a9d0ff656e3d,groovy,
SECBENCH,,https://github.com/AFNetworking/AFNetworking,c23c37ab4ab9b2401e824df717538e37bc5c85a4,,,2015,AFNetworking,AFNetworking,6/18/15 15:07,fix memory leak in NSURLSession,92006270b12ed6778095afc9d8bae9b54210df18,m,
SECBENCH,CVE-2017-6797,https://github.com/mantisbt/mantisbt,c272c3f65da9677e505ff692b1f1e476b3afa56e,CWE-79,MEDIUM,2017,mantisbt,mantisbt,3/7/17 11:34,"Fix XSS in bug_change_status_page.php

The value of the change_type parameter was not encoded before being
displayed as a hidden input.

This vulnerability was reported by Etienne Landais.

Fixes #22486",f8b2510febf47700b3e29b4d0c746e2d16c29487,php,4.3
SECBENCH,,https://github.com/joomla/joomla-cms,c277c23c617d5a9eddd2a45b7a438460d5fc6f15,injec,,2007,joomla,joomla-cms,7/20/07 15:13,"Checking database queries for possible SQL injections

git-svn-id: http://joomlacode.org/svn/joomla/development/trunk@8121 6f6e1ebd-4c2b-0410-823f-f34bde69bce9",1011d21ea64aad20ca49d266b860f1afb5ffb18c,php,
SECBENCH,,https://github.com/curl/curl,c2a809cd265c37e7bbef55e64d70114d2f0d7189,,,2016,curl,curl,2/29/16 19:32,"formpost: fix memory leaks in AddFormData error branches

Reported-by: Dmitry-Me
Fixes #688",ae7d6b715448101caf99ea3555c7b7448711676e,c,
SECBENCH,CVE-2012-2333,https://github.com/openssl/openssl,c46ecc3a55bcbbe4ff31da3864d015e343b0189f,CWE-189,MEDIUM,2012,openssl,openssl,5/10/12 16:03,"Sanity check record length before skipping explicit IV in TLS 1.2, 1.1 and
DTLS to fix DoS attack.

Thanks to Codenomicon for discovering this issue using Fuzz-o-Matic
fuzzing as a service testing platform.
(CVE-2012-2333)",7388b43cae035484036f5dc46c231ce6282a1367,c,6.8
SECBENCH,CVE-2017-5609,https://github.com/s9y/Serendipity,c62d667287f2d76c81e03a740a581eb3c51249b6,CWE-89,MEDIUM,2017,s9y,Serendipity,1/16/17 10:29,"* [Security] Fix missing integer casting for inserting new categories
    (thanks to cdxy)",6285933470bab2923e4573b5d54ba9a32629b0cd,php,6.5
SECBENCH,,https://github.com/curl/curl,c62d7944cf75f402d45523e3e415e44e83f5d733,,,2016,curl,curl,2/1/16 22:13,"mbedtls: fix memory leak when destroying SSL connection data

Closes #626",716302c2cd59f96ecd96f949db92576d204cabae,c,
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,c79375598d46552fc1717f798a6560f9a1cdc102,,,2011,phpmyadmin,phpmyadmin,8/19/11 9:48,"Missing sanitization on the table, column and index names leads to XSS vulnerabilities, see PMASA-2011-13",a5716cb3892f1714a97d8808cde9229ccc8752c8,php,
SECBENCH,,https://github.com/cakephp/cakephp,c95def9d664dc5e25d4fa9ee7d182858956326a1,,,2010,cakephp,cakephp,11/7/14 7:49,"Merge pull request #5101 from cakephp/issue-5100

Fix security component failing on csrf tokens.",2109e03c30c42988e4623317d7d756040dd48bc6,php,
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,c9d93f63940fe960d3b6341d8bfb7b707c87e744,,,2007,phpmyadmin,phpmyadmin,1/8/07 18:09,prevent attack on the session name cookie,9ae2b21e220cde1cb9605dc1d3827bcee4cd4ba4,php,
SECBENCH,,https://github.com/curl/curl,cb64c987a062a9c16ab997415a1440182edb069a,,,2010,curl,curl,8/24/10 21:14,"gopher: fix memory leak and busyloop

The fix for the busyloop really only is a temporary work-around.  It
causes a BLOCKING behavior which is a NO-NO. This function should rather
be split up in a do and a doing piece where the pieces that aren't
possible to send now will be sent in the doing function repeatedly until
the entire request is sent.",67d16160184493c6717e4e572fafed7467af4983,c,
SECBENCH,CVE-2017-3733,https://github.com/openssl/openssl,cc22cd546bd0b0e1b55c1835403ab564d5f30581,CWE-20,MEDIUM,2017,openssl,openssl,2/3/17 11:21,"Provide a test for the Encrypt-Then-Mac renegotiation crash

In 1.1.0 changing the ciphersuite during a renegotiation can result in
a crash leading to a DoS attack. In master this does not occur with TLS
(instead you get an internal error, which is still wrong but not a security
issue) - but the problem still exists in the DTLS code.

This commit provides a test for the issue.

CVE-2017-3733

Reviewed-by: Richard Levitte <levitte@openssl.org>",7b3a4d610731929d4fde15411f9be9b883974980,c,5
SECBENCH,,https://github.com/osTicket/osTicket,cda62e2d24ad7e4b165c88df8fcc85e1ef695ac2,csrf,,2012,osTicket,osTicket,7/20/12 16:31,Add CSRF protection to logout link - Auth token is used to avoid possibly leaking real csrf token,ecb9178f24f5dd1ddbba06776d0f583a42ba2998,php,
SECBENCH,,https://github.com/jokkedk/webgrind,ce66c4408c2fe0db526b4cd915c765a009f3084f,,,2016,jokkedk,webgrind,1/25/16 17:37,"Escape Shell Injection

Due to `$dataFile` being read in by `$_GET`, this enables a remote attacker to inject shell commands and run as PHP on the remote server, enabling Remote Code Execution.  `escapeshellarg` will stop the immediate direct injection threat, however additional sanitization should be performed to ensure no inputs can result in overwritten files, etc.",077f79f13ddc8efa4cb10c2c041eb4b50037e0e3,php,
SECBENCH,CVE-2002-2443,https://github.com/krb5/krb5,cf1a0c411b2668c57c41e9c4efd15ba17b6b322c,CWE-20,MEDIUM,2002,krb5,krb5,5/3/13 20:26,"Fix kpasswd UDP ping-pong [CVE-2002-2443]

The kpasswd service provided by kadmind was vulnerable to a UDP
""ping-pong"" attack [CVE-2002-2443].  Don't respond to packets unless
they pass some basic validation, and don't respond to our own error
packets.

Some authors use CVE-1999-0103 to refer to the kpasswd UDP ping-pong
attack or UDP ping-pong attacks in general, but there is discussion
leading toward narrowing the definition of CVE-1999-0103 to the echo,
chargen, or other similar built-in inetd services.

Thanks to Vincent Danen for alerting us to this issue.

CVSSv2: AV:N/AC:L/Au:N/C:N/I:N/A:P/E:P/RL:O/RC:C

ticket: 7637 (new)
target_version: 1.11.3
tags: pullup",0a97afba6986e2818cd26869704820e00efcae63,c,5
