owner,project,sha,sha-p,language,pattern,year,reported,sha_p
edx,edx-platform,9a527344f4d1c8bdeb6df1341b2ded2a990ef5d2,3a772752de1d3dfc3ff3c9f0aa65cebfb3b63d7b,python,auth,2014,1,9b0136f1cadf7874480db156902e7ebf77ec11fe
micahflee,onionshare,af65855f9725762fd77578b8ebac6e4cb495ccfb,7ef02955a09fe6e6a8bb6373a8222a6c6090f455,python,misc,2014,0,a6bd77d18addd111526b4a21f23a6afcb56533d9
freedomofpress,securedrop,af23a4d86dfe6b20b327562454f38342a260cb2d,eec829a794f7b197810fcb5bfec8c3f7b5ea4776,python,dos,2015,0,eb9d765b7f9c52f559386bac3d8a049efde03a55
rubinius,rubinius,3404e5c59d95d84ae5f32820928a5025bb640b16,93e172e442fee63130bd6cd33523446f43a0ea13,ruby,ucwkv,2011,1,00493bac1802fd2d2c455be6b1bbb68685fc5314
openssl,openssl,380f18ed5f140e0ae1b68f3ab8f4f7c395658d9e,a91be10833e61bcdc9002de28489405101c52650,c,dos,2014,1,37529928faa8456e85a9c5ad9255517da8dd0c61
pfsense,pfsense,71d689e69583587291f921156890de98750640a6,b67cdd05abde74b43a2fa67b0d7ecb4769ae5ce3,php,pathtrav,2014,1,c7bb420f7fa2b2c5033b1434c3464af2f235bbe4
openssl,openssl,b5dd1787401256f6a4d70686debf13b096f2bc22,652c52a602b4c88cfadb99e85ef175441b7f5d18,c,dos,2016,1,98279c162963808e051cfced2ca888156e9b6124
openstack,nova,336dea6e64d7305eb923c93b98775ed3d1a2f033,62d4d458d6e048eaeaf2621d8a70969b71c6d235,python,misc,2014,1,45d83d32c37f6eba1e97ce0f26f8180080cad45c
mantisbt,mantisbt,7f6bede1c1aeeae7398d21b98bade5087e2c60d9,27b5b292c9814a40fdd5715fa499a82e29f6f866,php,xss,2017,1,f4ac1f7654f1bb4de9e9500e6c6edcab0d525602
facebook,buck,301049dda7c1da01e1263654b8f47b8fa2b26370,ae114af005c26a226a5fa40970eba14d42d17e87,java,rl,2015,1,05b973a6cd7ef65330fd5e383c87180c606f2ef5
curl,curl,e82a5758945ae1ab2fd80717e78827341bd60825,d3d871cb4fe1512b689bb29cb49473cfcf91c684,c,ml,2014,1,773a8fe598149531294dae6def5ccfaf996debb5
josh,rails,96a2b3905ce14df8f25b1646d3b110505bf8820b,f97e3ed1117940f1ec85348ab9a7a092316fea29,ruby,ucwkv,2012,1,d7f9b9fd244228d3503d7d37ac2f07365d54df3c
spring-projects,spring-security-oauth,ee40822c70ef5e60830e294e3508a662f6aa8d28,9fbade981e1c157aa78baa3d88c6426d039ca77b,java,injec,2011,1,bc2f60c85a93a817af6214642c22964ff8660412
josh,rails,ce086b22e7e685adc9e24fb3b4da607919377e5e,c63d17c2be04882cc0c7aed5cf2b5ba2f1ef313d,ruby,xss,2012,1,62f96c9e1fdfa5b832073f90e1fe592fbf3163bb
facebook,FBSimulatorControl,fb0d9f73cc4201e360ee3bdcd7ee9958f91bd3fc,ebbfe35b75ad390f48568e418768ca7b851cc17c,swift,injec,2016,1,bef203041937ab0d20b898c5346e4f3d95287b7f
mantisbt,mantisbt,fdbfe07b0f7e280aa9d42a51bc2d9005385e8c6a,cd0523feeb22d6e433a244c61876e5c860559bad,php,xss,2006,1,37de009b4e864a8bea11c289b0213fcea12d8d4c
openssl,openssl,8f41ff2d53eb43046012c7843f1f1e213b3650ea,0a4c87a90c6cf6628c688868cd5f13e4b9a5f19d,c,sde,2016,1,3c01ed680e49f62d90d61ccf7a5802d74f1c342d
josh,rails,757bbd540cadc47b8f9d6b9d6bc7bb3cb638d022,0c7ac34aed1845044cd1911e5a775366d7ca41c1,ruby,misc,2013,1,297cf0b26658ff9c7f19fc703de5bd8939e31d06
cakephp,cakephp,84d05c6b40cb9dfd4aa713d27e50a8342c9ccf09,215333e56f32f06fd107966cf508ea5df4672ec0,php,xss,2010,1,b7680a29f8538a8cb252597ac8152339af79992d
MPOS,php-mpos,b8ebbe5be21f2a40cbace15359b52a3fd59d0f12,7e3197246a0f15382e83a839c158e51ea4bc43a3,php,csrf,2014,1,5a746bb07df5c7680135ca5c2ed0021cd015f878
curl,curl,e9e536619333b0ebd1b096be5c27a39c78e812c5,67d16160184493c6717e4e572fafed7467af4983,c,ml,2010,1,d1f1c857ad559eafef9373621d30174c046261ef
cakephp,cakephp,5d9b4cbff0c52bd0cefcff3de457f45496aca97c,2219991d3b166d2ecaa49ad5b78b0380aca9df2f,php,auth,2013,1,ab0da785290cd05acc2830873c86cca61619486d
joomla,joomla-cms,a2342a4930cea75bf0b1ec7e655692af5cf3da0f,9bbf2be61b5738d84926a7e9bb40cd123d2961ad,php,injec,2007,1,3a7446dcb101529a8fa87012274149c978874ecb
josh,rails,36ce0c2c821e2c9cca15e768842461f834825bf7,e63be2769c039e4e9ada523a8497ce3206cc8a9b,ruby,ml,2014,1,c115a84c8b73363b281709a779a0fefbf7e46b13
mantisbt,mantisbt,2a13d775363174b0f1b085c11c476c029a958e3d,eb562360554d5e5c8ed2c1fff8363d13b1b2be32,php,xss,2010,1,aefd2f590ebe9e503832a84eeddf22eb4e8b3df0
josh,rails,f12f08d61fcc4620632f21330916b4c5809b9da3,90c9ae58010ee1a00c0eb5637533ed8b5e216ac2,ruby,dos,2012,1,d4261d8562a3fa9be3d04235077543d92d8cfd23
joomla,joomla-cms,394db732ad96e4c86148c2d3f8edfc7e97d1692a,cbdf704d9f3268694aabcca72a1f7bd942f9b641,php,injec,2007,1,91aeed5d396c024d7dedf698b58b5818e52ecee7
Graylog2,graylog2-server,e9c3974c29fc63daaa8af401ceb2f69c68be5a49,8fbe12c5b518ca4d2f11de659d5906dbe5bd770e,javascript,csrf,2011,1,d206e750e9b5f38d372a1c8e0a7674b157bb2509
cakephp,cakephp,f6e386d79891fd59649cd3dcb2b33d3a634acc2d,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,php,iap,2007,1,18edadeb6a617a123d10407b39b17765313190b5
owncloud,core,a6a69ef1dfe1545e1362953803219ed6f28f71a5,cde60dba0f45cbfbe32059a50eb37c41e9da990b,php,xss,2012,1,37beb58c6f395523d8e2934870c5f52a8c6f6df0
openssl,openssl,3348fc7e8940b66ab4545a618ba87a63fb677a79,069c3c0908dfa8418753d0c25890a9d4fb67178d,c,dos,2016,1,b6e3250671654e0344127be9dd49b3fb4a82f94b
vanilla,vanilla,88736c6737fb33ac1a44cfac35b2072476c42e5c,2c56bd34645e12cfb9b3b86dc2c6038ba7bddb47,php,xss,2012,1,3204c65a9c1568468924e900faf034a90b1137c3
nextcloud,server,58e8312b1c9dbfd5af39ccf737463d9a3dd3f801,76e0ca785bb473ea63d7811349cc27d6999fde8f,php,auth,2012,1,a51628187a3e6bd430f5577376c645b130ea72f3
torvalds,linux,484e36ff18341ca1fca4258139100b2e90530f53,0378c9a855bfa395f595fbfb049707093e270f69,c,ml,2014,1,aa54c8da9a8e480861346d88b57086490bdd7b03
HandBrake,HandBrake,4137a887b8fad760eb0c90d3ca90303aa3674740,c0bb5c4dd1476d975f872cbf0ab317bae6e1160f,c,ml,2016,1,ec2474b1e9024d053915f9d91cf2da84f1f4fafe
php,php-src,35920eec263c9f989b493fdbc7226628de38cadb,e68e2893c07e712ad6469ffda0658cc1d04f66e7,c,misc,2011,1,a3d7eab5a3ca883e70af7e6354de72db1d2d8b69
joomla,joomla-cms,b238e5021a9b191aef0260f8c1292853bfd31fce,b9b649cbae454943e3b73a6fbd9d5486cec0e8eb,php,xss,2007,1,a57249af2c892b1028ebd64367669b6773e10a49
MISP,MISP,97772c3cee37a29d2e02463fd95c7847a12c412a,9cd1b0469d872a48afff17f5b2bfb9a6ad0ef8ee,php,injec,2012,1,52cd830a4d533e33f46fe17de1a9e8048b0f3f52
openssl,openssl,c1acef9263b875cc80431b8054049dedc59cd41d,b7b8e948014d93e1eb6d954d0799ae68ab0e068b,c,over,2016,1,3e524bf2d1748f6757c1f64d63779d4d04f7a859
pfsense,pfsense,f37a29b0fcc206321740f352662fb5a6e9dfe013,da60727cead91cc475c6fa2ddb2309ab79962467,php,sde,2013,1,1bd0b20a2ff197b036ff126ef54e2bdcbe1d2d8b
vanilla,vanilla,1ef5241941afd392ec6fffb26c403f47f281bae3,51ec43388faf10f8779346d323aff1bd08c42eb7,php,xss,2013,1,98976dbcb2ef0f73334c7fb6ea3e36c7575fdc6b
lxc,lxc,74d968932956ef708a61b868a9772f8290ef970a,bb1d227404ff96564877a04ef9299c63f608f543,c,rl,2013,0,6810d9018d15df97d23ada452d46e81b866f7fe8
jspahrsummers,libextobjc,5c037e9889ca374caa0a14957c4a82908d69ffc4,74c5013532866bc80249f25214e6eb3378075955,objc,ml,2011,1,4f6c26cceef4b41975f2292bbf986d59559332f1
mantisbt,mantisbt,38eb7cf1f76773b44e3b05b15d35e5b8bdba012c,a97334abed5c323598644802bfa6cfd815c1206f,php,xss,2015,1,3f1db91aa52f873574427fdf24692377bb1fb7ae
torvalds,linux,7bd8826915989f1bd6917c11b0a4151b129e68cb,e3fea3f70fd68af0574a5f24246cdb4ed07f2b74,c,misc,2012,1,468039ee469c5772d3e39f736923c5e0c31017e2
zxing,zxing,c2a6255e19fdd51269b95546307caf430328c2eb,99ca70d7f301c45429f9d4c62e127c20f2bd2649,c++,ml,2010,1,30c41e518237804c28eaa7e220a87670edb3cb74
WordPress,WordPress,5ebbe4bad2cc8125b1206c5ec205ee6d7c8bb1cd,013d15ebd41981e433121014675d744e63bfe29d,php,xss,2010,1,decf135295b7ab998a6978c45370fd476cfdeb86
php,php-src,ac1452b21fb03dd8233b52a81dfc1006ca4f1852,e41f600365fe9f27727a62a850a4d55416ae856f,c,misc,2015,1,6716507cf54a409ac3d411e55c7c2c206c28bc27
curl,curl,8191800a0c8ff7b262535cbf1311d93ada2ee0c4,9273096a8ab7e31921550b9f7b08eb2b32dcc35e,c,over,2003,1,2165298fe6213609460345e466e3ca9d94324965
MISP,MISP,18d730d79a89b4fdcd3d3efd5efa95d5ef162dd6,a380458d2e9072c1f5affa52ad259b38108e3ca6,php,misc,2015,1,c962e4f8631112b0e7b7c2d1d59e07e200257a70
rubinius,rubinius,f600fe710e1c55f551cb750ce956ec43150f9f93,cbc12aae34e9d2e1dc6dd5888450f871962b2683,c++,ml,2013,1,812dc9e8e20986897cdc0805e2144c3fb3d61952
phpmyadmin,phpmyadmin,711b462deaf601b9da383fa8805d4c8c911c3e3e,b99b6b6672ff2419f05b05740c80c7a23c1da994,php,xss,2014,1,7cddf2c60cbaba42727043c7a430606c650b9aa9
forkcms,forkcms,32d453e61e362261442c524d1719be94f82688a1,873d13845ac7a93ac7b5f7e0fa346bc68669470a,others,ucwkv,2015,1,771ac5dfb05aeaf4d7cade91b98f535dcec514e0
curl,curl,0b898b5a8a1998a529bcab8808540a741dcc7ef7,add37cc49f241212bc29d19f9f80700458df6794,c,over,2013,1,a9e0885be07af2f776716a83ca1f663d36935506
openssl,openssl,38a322a5f29ae0b4a9bd42233310835487d875ac,bf52165bda53524a267c784696bd074111a2f178,c,misc,2016,1,629192c1b9f17965e0a6b73229b7b1e004bfbd98
mantisbt,mantisbt,b69fe75780ed7b1bc390a507ee8a735b09094935,2d541e9897d7629762fbc43f1bf42463458da033,php,csrf,2017,1,8d449cdb73ad286024fad783bac7fb56b977f860
phpmyadmin,phpmyadmin,c507a602900eb726be300fbc060badf1c972920c,1daa32fb97b90fd1bf233cae9ed249e37fa175c4,php,dos,2014,1,c9252615188d29f12062663e844e5740810368cd
josh,rails,53a90436cff23380f64c9c4fbad74d4e240b60c2,f838caf350c3405ebdf10a6c6171adfa0a840905,ruby,injec,2014,1,90c114de67483109f0c6871b2266dd1ad2582b7a
josh,rails,b225693a0d86f2e33c66049a69e5148e5c93b7cd,887870f20c347179aef0545ee2019c02ed9f74d1,ruby,sde,2007,1,939ff861396857d6a476b5a2e8c53a69d8305688
mantisbt,mantisbt,8663867b27e337970be3a1c3e670f5f3214e3377,66c142dc3b652cdb07d61f2edbf3a798234ef48a,php,xss,2014,1,544e7d9a8cd138b267561e571ffa84db10282189
AFNetworking,AFNetworking,e6d975619ec67d9b9d16980f6c73a227cdd8d6f3,49186d9a3032dc02da1d0cc445cbf69b0cfb001b,objc,over,2012,1,ec5c9550598c4b60db10edebed45b155d4c90472
rubinius,rubinius,e1fe9f57c942460338a18e38f66fbf6feb69b4bc,2d6017b6107a7017a434d945a4acdf0caadc1544,ruby,misc,2013,1,89992af2314030ada6572c6a1026605db9d6bad1
BradLarson,GPUImage,c4795d05754e0a3428b3dd14a485cd6519c01c4b,6d00ebb32f6dd4ede5c65f76ad3157fd3e57c408,objc,ml,2013,1,2d8661d9da1ca5c14466c298bb74fac047fa406f
php,php-src,9be8c2ba3c12d588269f62da661a6ecade1271b6,bb16e23891bc8b464dd42a809fea6547566f13e9,c,pathtrav,2011,1,0b8fba3401365a4c631598b81b25a3df3f20479b
curl,curl,0e98f938c4ade20ff376ade9a7e4239e857f6878,1d28efb9d1759bcbc81d28e462c2e3a5d60a17e4,c,ml,2011,1,55d0c29f4a067bff5eab6a1417335abde8693b11
splitbrain,dokuwiki,2f7c97b3eb50c5e0e5e28eeae6b4a7159da9dce3,89b96b7aa04a458fb2f69fd61be8cc7ddf033538,php,misc,2016,1,ce8bf5461c5b5e00105b9cb6722f5f607c8a87c4
mantisbt,mantisbt,14a00b723578f424d49ce7eedbfcccead41256ee,61ef10767ea37c5f278aaf34d4ee39be0bfb7b09,php,xss,2016,1,dac9d0aae6883fc6918a95fda0587bd62cfc88ed
nextcloud,server,bc2862fcb947ac65c80b5d49ea8f2c2271eb8021,3c182bdb351cd0f7938c9f9f022b44b4e530664d,php,xss,2012,1,fd5042cc460ec35112cc69928e441b5395142190
php,php-src,03b116017375bcb102be4aa2282c05ad004b6c66,9061bf39bd0b5e9a554200e2d2f67e15e2d5729c,c,misc,2009,1,ca277b7a88776cd14be36ba9d49081aac2db12c4
postgres,postgres,6a9b93a0e1ba3ea068045b5cae2495f9a322c4fb,f0f137599ae5af43f15363f921744bd3c2361966,java,injec,2003,1,c78f3039f2a4342dff7e599e06bdb0e94d3e64b7
twitter,finagle,edfece30ace6b63ef2f4842828295b85c9484f63,c80cccfc575494275cfb9d9fbb6a6800b1e7409d,scala,rl,2016,0,89df6d460738c91950748c9d244f0f3202ec8b94
realm,realm-cocoa,ff5b91ac6310e3792842181c24b6763fb32ba982,210dcc41d0487e5bb86a159d23e048e802a1997c,objc++,dos,2015,1,01e12e4a63f0bfd49bc0cdb6dd4791dc2d48b433
edx,edx-platform,a2fc4bd216cb75bfd78357088942907502589839,ab482277bea6d77b99ce9cd1cdb9061a94ddb89f,python,xss,2013,1,e8022c74f2598df4d5a6b9b2038ac5c22d145c60
grails,grails-core,b13496263128786a9b7e1195aa3907e085e947e6,c16c4cdbb881a388237b709061e323a90ec75f34,java,misc,2013,1,fa32c786011e6287a67a013ae4a937f9e73bf1dd
openssl,openssl,959f67d6a4908639adbe52ca28bc365bdff8c2b7,ac9fc67a488427bc3e987f5a4c235e8fbeedf711,c,misc,2016,1,b2e7419a1d453bf39dbe38620a10069ec799da65
vanilla,vanilla,b6fce7498a6589ed9a50413659fbb3ab348c3921,2e25c61a94796f5805a7eafbbc3660557db74839,php,xss,2011,1,f79e797e61497db65b6e4656de20ebd7d4d9e9ec
nextcloud,server,b318b9cf17a1225e0b43f659ea279b54fd61bf07,d5566d026745da8fbfc6648184b5b7890956faf9,javascript,xss,2012,1,796aae4402c1b71e7e44ee11ae985a8600b52513
libretro,RetroArch,b70d6292ffce37f8356099f9155bdf06600f81af,669599cfd7c2d316e9086d31e1ccaab5b5964adb,c,ml,2017,1,966db762cf9913719ebdd1c71ffd2c06e71c9af3
osTicket,osTicket,158388e9625c87cc7d869beecc26a1e04a087869,aadec3435fe49bafdc3f86e09ab32c1ae5263f67,php,injec,2014,1,5d898e90cce9beed2721346dff4b505b31fa8e36
nextcloud,server,d1db727d1fba96dac59b42a62c49c32091216ef2,b0420ee8bec3146273e633b179f7e10423849434,javascript,xss,2012,1,e7dcc01017f90af72df952648b07b707b5a9ac75
cakephp,cakephp,4621d59e023b6d377784a5257bab61fe4d2d70be,5b86377839a97b9d5667a0a08f8e62a79f82a4f3,php,injec,2015,1,93daf28c987e4f48f710f8d5a91f1848dc342d04
nextcloud,server,76fa7bab63190ac363222f7e3653ca04e14dab65,c2e2c59ca7aa873bd07de04ea701a8b351383aec,php,auth,2014,1,34559ef11428c9a2a1b83f8a63d650d1fa0be49e
josh,rails,c22a253d1a72602331db1eba3e91bc945eff2346,de0ed534f6055c365d05c685582edeceef1eafa6,ruby,xss,2008,1,d075c84320fab51992a1ab7d020c62ff1bad0b4e
openssl,openssl,45b71abe7034c8985e1f932d88b4b1239bb27371,d5234c7b3a4ebcd6dcc31a042838d90a27b57c82,c,misc,2003,1,f9eca34c22a0fdb88dbc37983b1a04612548aafe
openssl,openssl,d3a73875e2e420333aab98acf9d06841447fdebc,11e7982a7cc6cbbcbb13046ceed37639c26a0bc1,c,dos,2014,1,41d2a336eee7fcf7beda0ce38e0ef7fc16bbfdb1
mantisbt,mantisbt,8802637f51909e011b08057a5911090be1f09a77,120e3809b394d0ad6b65eb5a1009c5dc4b157ceb,javascript,xss,2005,1,d6b9f244e4c61da98ba976dabbb719834b786dda
owncloud,core,4b1896712901ee0c4e71a25c8e1dd3dc18d63c46,d96e962fc1f5df7efec5266d34735ebcdc20b056,php,csrf,2012,1,879237f32ac4af820fddd2d07ca342000f5723eb
php,php-src,896c0e0690e9fa46a4b0facdb8b37c7ff1b52513,ae74549239f80ef40e978942b71c08a7e8a09a23,c,dos,2014,1,e750cec3f9622ef07b5d9982cbcbfce3e52efa2a
joomla,joomla-cms,1eb75ac58dce117a3e7da86ff83459cc6b211ba2,2c968f0082f70e9597679a4359c5b26f391b3ac2,php,injec,2006,1,86f43912e9ac640d08d747aec7adae3f08c67463
openssl,openssl,44f19af7434cdb996f1ce11789150baa07db27e6,f2e8488b8521e133f4f6da8dba635c57d1387990,c,misc,2010,1,b6705d4893d1566c3a5427e387ce99344497758d
owncloud,core,a82d18d2f8e13edab296daaf2bda917381e78810,2f3c0a6d804609aa908b8e938943e3ab8679b0a9,php,auth,2012,1,458ba4b55c38999a1eecb0163b167ba97365a403
josh,rails,64937891c71b56b3616e0f6cec01bb5d44463958,66dee26930048a0134f339d20d237a32ced2770d,ruby,auth,2011,1,a111e1a271917c56306b7935677ae212027f7702
joomla,joomla-cms,a4a12486b16899acf0e61ba7f7ec0e770457e0fa,f5bf6fbc15b4f2e1c30e2bf2d6eadfbaf654aff0,php,injec,2007,1,5dd833eb034cc0b8c6852e9c90e53de80ea639d9
dlitz,pycrypto,d0371286ed32131e809e859c6d6d8a5e58db9924,373ea760f21701b162e8c4912a66928ee30d401a,python,misc,2013,1,59fb61cfd0fd018fc763231eac6bbd59e80b72b1
cakephp,cakephp,9402f0ab79307946c0eabee63d0c19a46d6dbf60,7bdc47f797e8ce5b6251e1604d3229f5f9dc208f,php,pathtrav,2015,1,6db8515e60ae0031af4ea0e9d50099c6f1bb2f1e
mantisbt,mantisbt,b0a36575a6c404947707fc9f73031f963472e28a,b8dc99376f4b0dde8e8c210086df5809061d01ed,php,xss,2013,1,864bf482531aff905c81ddf808e1ea6078697880
openssl,openssl,5e428e7d0d53522e82a1eb6e418de8b7138e4cda,34e3edbf3a10953cb407288101fd56a629af22f9,c,dos,2015,1,c9777d2659414e632c9dea09787edf988ea1e01e
PrestaShop,PrestaShop,b7130f512c84c040c693b0bb4a26963d7a47e55e,ab2af6ff20716afccb4e828c9c151b56d2d3f6eb,smarty,xss,2011,0,71f02b8cdd3ef4e107e796b2370a24aae0066c49
pfsense,pfsense,2d0177a4c9ed94d4b4f90ecf855fe12de74553b8,f17f9f2891b459e3f119ced5857469b96c57dde9,php,iap,2010,1,a60fd0cb6204afca13882b35ae1e918b58647af7
torvalds,linux,35c11777b906042eca9e6f1c03e464726c7faa07,67296874eb1cc80317bf2a8fba22b494e21eb29b,others,ucwkv,2013,1,08a1f5eb435640741c7b7d10fb339425dff786bb
curl,curl,6bec14f38e4601977b8908c626ba7bc148764580,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,c,rl,2005,1,20b12987cfabc329a1ac6a1abea6bb1bd9e98ecc
openssl,openssl,c20a76f695922f409c316399f7290530f7728f19,500b5a181df0e8e442e4cbf954213ff886b29df3,c,misc,2006,1,f3002a2ed3645d8d6e1511424b3f5e89f6117edf
phpmyadmin,phpmyadmin,ba346c27318358cc9b28214a29095d0268e78549,dba2af651a53d5037296a1dc827081a94ef1062c,php,csrf,2015,1,c8b10dad328709e34d478948b4340d50618a2adb
rubinius,rubinius,c2fef06437b428fd79630a650dc29d264a536adc,3e134f200b26f68d6295dd809baee5e609065fd4,ruby,ucwkv,2011,1,4f211f3b8a286263a51ea2a6cba2f7b203a85a1b
php,php-src,114b526649eef7b024179132176e7d36a3526f58,c2773ea02f94f4efa0be33f510088e8395caba1f,c,injec,2015,1,a1fd1053f5505a13ebde73bd6a0e958c67f268a0
phpmyadmin,phpmyadmin,c84b7789c9d0d120c74473bf173189cf43487fdb,4b133e277f1e7116ff30b2d0000019d1d58749d8,php,xss,2012,1,7e6cb4faa93218c299c7986066c8149c6c6ff8e5
josh,rails,0b2e0528df36bcef4aca62b86f55e1ea85604cd8,1911f8eee928915f1020753a4a3ba34c81131a66,ruby,ml,2005,1,1302edf3e53a2322e3496588c0c06e7e882d3cc6
cakephp,cakephp,6ea4e739a8e933d2e641888557e158a652e545c0,12aea2c0f74f7d74e9dd0d25433992fd14ae28ca,php,injec,2007,1,fcf510e4df4393ae1143619f70630b4bc0e88039
moodle,moodle,eb610eb90d1794a49d1c3c6440c9454e71d6ebd9,e6c2edbf7c1b5c247330a7ba430b1912a980ecc7,php,injec,2010,1,a5ec499521f449267961e738342013ee68804deb
forkcms,forkcms,94c2b22444e442fdc257ed0b73616d9d3b7bb64c,e45964aa7ed3621df4963991d3df03bbd3d6b8ec,php,xss,2012,1,d682a340e64df0660a5da072ba1e7638e68fbdea
postgres,postgres,00b1827ae179fb36edaefc3d16775b9a1e65aad1,b3eb4ea5d8c35ba9ec890b0f51d04c0b62d53a03,c,injec,2006,1,accbddc9bd49ae3ef05a4a1834633f175d69b4c1
php,php-src,3d057850544114d5d4b993381aa79495e1b3a48e,0e51f9798c6cea1b155cb18342a43c54be55a1fd,c,pathtrav,2015,1,c08b3922dd26ae3854eda918a036209375bdb7f1
pfsense,pfsense,075b213831717d3ea719a7be1bf6485f6c493223,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,php,misc,2010,1,336e9b1b981b6b325249a2ade2d2706d82bfc684
dlitz,pycrypto,2cd83df118feb1c6b375c94d53503ec338289c48,f49fd0e1b57071e52200806d095679753fe36e17,python,misc,2013,1,efa811b7c52a2bd4663bc11f77358d74edea59d7
Graylog2,graylog2-server,859abf67f43061dc52a18923d1fc0e6a1f0a88b8,0a038a4dad382499e0b8b5694d7d2d8c5635cef6,others,ucwkv,2015,1,d9ed10d3030d3e089a3fd3f81f12d25fcbf28bf1
openssl,openssl,c6fdd7dc2631d04743a58fc11aaeaf8b57fb5601,a449b47c7d8e20efc8cc524ed695a060b11ef889,c,ml,2016,1,61f5b6f33807306d09bccbc2dcad474d1d04ca40
laravel,framework,9ce806116c9f59d320cd73edf858bfdd53789c5e,b9f072942bc2f98da3018fa3c3bceeb87288b442,php,ucwkv,2016,1,b8e2cd03663bad9cf91342b641ca96573b06dd0f
google,google-authenticator,6e1f4f64dc061a1fcb2c68815acd6367b69efa3d,a096a628455a05c5ff3b651e6aeb1dad9a646742,c,auth,2014,1,5412137c30897062aa78891e3e726c714ed59545
pfsense,pfsense,7b4b0ad38eb0e3f00c7b1c8f9939a6c53d4d2df2,d09ff9ef322608ea8c496121faccd3d778e71e25,php,pathtrav,2014,1,4392e82299d6fbd28e468d431ed3578c6fcface9
josh,rails,d16c5cc99b4ac5a5517b643aabb3b31bf0f0f1b6,4965b1b96163aa7bbc5f14d237683a12300e0798,ruby,xss,2007,1,a1a41a3939318e9481469ea194660f3d8a9c1e66
php,php-src,c93d64375d337aaf992469b4aeeb616dd8ba73fe,d9d74d37ac2de7267b3c9904bb6e77c231f4973a,c,dos,2015,1,854721d723f571646321ce68563ccf28dbb9a3a2
jspahrsummers,libextobjc,02305659fb9cc464fffda5f2d977e21cbac6a07e,32f82592642b2b7086c4c94231678f7411897e71,c,ml,2010,1,3acbd6adb3f54d8569deac8fe45f0ea4228f50e8
torvalds,linux,3ccf79f4570acacfefc51772e8f9207895b35ad7,2b51cb033bb7d961fec771c3a09ed71da2d31861,c,misc,2016,1,e3d7be270c5b1be07ffadcc8b56599ad8e975c1d
WordPress,WordPress,751ce362dbfd40a3eb49a225710e4eeae074ab19,f52618027882684bff690b9428e4d3077075a900,php,xss,2007,1,d3da3ab9980577a8b39301b532632654294f79c6
apache,cassandra,c5b02422e00aa0015d9dc399bf5ec71555b38a56,52430b93e502dd44f6f0e1bf097ccaaa45e74fd5,java,rl,2015,1,958166766558e9df367fadfc2331d2d7d3b34bd8
owncloud,core,3d49631b8d6a7cee9e4c9d4aedadf44304426fdb,bd804b74c46ed6779bf82a506711b48644a197f4,php,sde,2012,1,84aba4542d91cba9d13d77aa346a81e5306e2e06
josh,rails,98fe2ac902baf056c848b1cbd82cfb18ead53cf6,e167a54785e319c526b638d591eaca0c4da93a54,ruby,pathtrav,2014,1,4f4fdd643f9d19fbbeeec3ac77674f791c9beffa
josh,rails,387e16afa905eff2943a94d08a471d402404eb78,e4479b2f1bc54edf155408d51dd3236955150ce1,ruby,auth,2011,1,6658c958972da2c56f2be9001fe22c8f2875ba3c
BradLarson,GPUImage,a1ea5c26f3514bb7c4f976e4d26d2177dff88704,ae6337068d981d7c89e69668b73e5202a1ec58f4,objc,ml,2013,1,e698ccb64637d748987cdb17462dd7e1e21b9cdc
openssl,openssl,a398f821fa98b9923a426cf45b268cf4d56c89bd,37529928faa8456e85a9c5ad9255517da8dd0c61,c,dos,2016,1,6d84daa5d665e0de30c3d970cab65e8ade4d5b14
mantisbt,mantisbt,851aa1c3419e9885d1dada35b2c3a041782e181f,141cbe6e866797b102313ef0aa8f46896871ab9d,php,xss,2009,1,f52ae2994c6317275535e57626c48066f0e5bd6c
phpmyadmin,phpmyadmin,da7e232b23d4110116cf9636e0e35800e6a211f0,e9e3998949adbacf82b90e9d2061bf56e609a373,php,xss,2014,1,0aae267d0623c4a50515a969d82a84b1c25825bd
curl,curl,2646af106b04480fa5b063625deb5feb25c8df65,9756d1da7637d1913b7ca2b589e4635f32ed3e00,c,ml,2015,1,7261b4556bfa2ce7bcabd9d63f29cfdafe14686d
MPOS,php-mpos,16636f6a39066d807ec02ddcd98464bbcd4aa8a1,5d8fecfd812bd74c320919b2e3dfd25421c17dc8,php,csrf,2014,1,4acd29f39bd67f31ad3bd848779bf1dbf57a70b3
vanilla,vanilla,056879466fe8c871a604ac2d77dbd5840c05974a,920486d61221779f4010f39657a91ab3825b4d36,php,xss,2011,1,429a5bda24417cfbc0fc6369de719f08067d7143
rs,SDWebImage,1ec36c7c9902c793d5608f2595e7aaa0c8e6889f,0b47342b2f9f5d7eaabf7a6874feb32604dd0f91,objc,dos,2014,1,a7af2a19e48ec99f0ef66ea8b4a6f6b4beacadd1
torvalds,linux,0ca5fa3a6bf8c3d4c89f5194578cb10639bc97b4,46cc1e5fce46e71f27e542125e045827a6bb776e,c,ml,2012,1,d28b99ab8c812a582469f04a698081d495e4bd8f
