Dataset,Code,Project,sha,CWE,Severity,Year,owner,project,Date,Message,sha-p,Language,Score,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
SECBENCH,,https://github.com/edx/edx-platform,e5ca9618ea5ae9f2fc11ea5a8c9f479b1430d84c,,,2012,edx,edx-platform,1/27/12 0:05,remove /login from tracking logs so we don't capture passwords,79c1cf19a065b99d896b81b292b588762bedc6db,py,,649.8286837,648.9376751,0.891008611,-2693.720207,-2691.324026,-2.396181186,-1379.290308,-1378.720333,-0.569974555,504.9285714,502.9285714,2,-802.7262851,-804.7262851,2,2720.949573,2718.949573,2,3711,3709,2,3052.645492,3050.76925,1.876241851,0,0,0,0,0,0,1384.5,1382.5,2
SECBENCH,,https://github.com/openssl/openssl,e5cb2603652b868225adc1db3db531a07c13b562,,,2001,openssl,openssl,7/25/01 17:48,"DH key generation should not use a do ... while loop,
or bogus DH parameters can be used for launching DOS attacks",6aecef815c3c989f6fa2a7b6edf2984e76306622,c,,-108730.6835,-108732.9845,2.300993526,-308970.3797,-308975.172,4.792362371,-588196.6662,-588210.0486,13.38237335,-60145.57143,-60143.57143,-2,-269670.1486,-269666.1486,-4,-9069.398511,-9065.398511,-4,-83187.06579,-83209.64474,22.57894737,101969.3957,101973.1394,-3.743747833,0,0,0,0,0,0,129963,129967,-4
SECBENCH,,https://github.com/curl/curl,e5d8693865b44ecfbafbe15a7850d6e8dbb051e9,CWE-401,,2007,curl,curl,8/15/07 8:18,added ldap_msgfree() to fix memory leak.,46c92c0b806da041d7a5c6fb64dbcdc474d99b31,c,,-34256.53781,-34255.96494,-0.572866673,-123617.8858,-123606.9664,-10.91938794,-268877.0122,-268870.321,-6.691186676,-782.5714286,-784.5714286,2,-26708.8222,-26710.8222,2,-7893.928434,-7895.928434,2,3660.460526,3658.460526,2,37562.88142,37560.99951,1.881907887,0,0,0,0,0,0,44091.5,44089.5,2
SECBENCH,MDL-15184,https://github.com/moodle/moodle,e5e02e46861f9c1b88782cb1ef8737253412be33,CWE-89,,2008,moodle,moodle,7/1/08 10:49,MDL-15184: fix sql injection vulnerability,36ea9a6c98505cbe34c2af0be6c984be97cb0656,php,,-266512.32,-266513.876,1.556044964,-940550.3332,-940545.5408,-4.792362371,-1489876.039,-1489874.899,-1.139949109,-178717.8929,-178719.8929,2,-294997.6121,-295001.6121,4,-283910.0078,-283914.0078,4,-178810.1316,-178814.1316,4,321493.817,321490.3242,3.492761121,0,0,0,0,0,0,380245,380241,4
SECBENCH,,https://github.com/josh/rails,e63be2769c039e4e9ada523a8497ce3206cc8a9b,CWE-401,,2014,josh,rails,6/3/14 23:57,"Convert StrongParameters cache to a hash. This fixes an unbounded
memory leak demonstrated on @tenderlove's latest blog post:

http://tenderlovemaking.com/2014/06/02/yagni-methods-are-killing-me.html",6daa46621b7145fcf948f48bed01d3cfe9221613,rb,,13015.29559,13016.58058,-1.284987277,20670.43799,20670.43799,0,18424.00999,18436.85987,-12.84987277,33327,33327,0,14915.49788,14915.49788,0,19449.85156,19449.85156,0,-59948.59211,-59948.59211,0,32787.7506,32787.7506,0,0,0,0,0,0,0,50527,50527,0
SECBENCH,MDLSITE-1007 ,https://github.com/moodle/moodle,e65ce4c1d028b8aba0dcda6b8dee9d0692a0a6fb,,,2010,moodle,moodle,10/4/10 7:22,rss MDLSITE-1007 fixed a security problem,a7ca080c208fa10fb07158e2162f6afad64da655,php,,-458533.5369,-458533.5369,0,-1649019.973,-1649019.973,0,-2185661.941,-2185661.941,0,-2058917.679,-2058917.679,0,-173274.4968,-173274.4968,0,-73806.26308,-73806.26308,0,-3530.078947,-3530.078947,0,715686.0623,715686.0623,0,0,0,0,0,0,0,843189,843189,0
SECBENCH,CVE-2015-0286,https://github.com/openssl/openssl,e677e8d13595f7b3287f8feef7676feb301b0e8a,CWE-17,MEDIUM,2015,openssl,openssl,3/9/15 23:11,"Fix ASN1_TYPE_cmp

Fix segmentation violation when ASN1_TYPE_cmp is passed a boolean type. This
can be triggered during certificate verification so could be a DoS attack
against a client or a server enabling client authentication.

CVE-2015-0286

Reviewed-by: Richard Levitte <levitte@openssl.org>",d3cc5e610d1719a35cda52c9152134b490a8c944,c,5,-305388.4416,-305381.6936,-6.74801193,-989175.4883,-989171.894,-3.594271778,-1816675.69,-1816625.253,-50.43678001,-322599.9643,-322602.9643,3,-474960.5941,-474963.5941,3,25722.34258,25730.63593,-8.293350873,-90605.38158,-90588.44737,-16.93421053,265519.3592,265516.5807,2.778493889,0,0,0,0,0,0,348891,348888,3
SECBENCH,SECOAUTH-36,https://github.com/spring-projects/spring-security-oauth,e703d747af332746895a02f75045c68255395c5c,,Minor,2011,spring-projects,spring-security-oauth,1/12/11 20:35,SECOAUTH-36: providing support for a password encoder for plaintext signatures,0da337aef2979db848bc2e091a2b2a206412c62c,java,,2536.955871,2550.23515,-13.27927895,-3194.879549,-2937.606174,-257.273375,-3440.827481,-3443.445108,2.617626648,-1286.607143,-1305.607143,19,1396.725225,1397.198198,-0.472972973,4228.452563,4200.452563,28,9991.394737,9963.394737,28,8187.800356,8168.464424,19.33593188,0,0,0,0,0,0,9487.5,9459.5,28
SECBENCH,,https://github.com/MISP/MISP,e74aabf924db998dccdd444109263a38caf6f39a,CWE-79,,2013,MISP,MISP,7/17/13 14:41,Fixes XSS vulnerability in filters,8e8f41ab13e574ef2b98408229dd5cf4613afb9a,php,,-56846.49059,-56846.49059,0,-203845.4367,-203845.4367,0,-415705.019,-415705.019,0,-511169.8929,-511169.8929,0,33517.53816,33517.53816,0,131425.5237,131425.5237,0,134486.7237,134486.7237,0,131089.6572,131089.6572,0,0,0,0,0,0,0,131736,131736,0
SECBENCH,CVE-2017-7309,https://github.com/mantisbt/mantisbt,e881dd79df422033bbea88914fc0a717fae40358,CWE-79,LOW,2017,mantisbt,mantisbt,3/25/17 14:23,"Fix XSS in adm_config_report.php

Yelin and Zhangdongsheng from VenusTech http://www.venustech.com.cn/
reported a vulnerability in the Configuration Report page, allowing an
attacker to inject arbitrary code through a crafted 'config_option'
parameter.

Sanitize the parameter prior to output, to ensure HTML special
characters are properly escaped.

Ported from 1.3.x commit c9e5b1d0404503022605459552faeaf610bf15ae.

Fixes #22579",ecef0e9b523a460709e8feedfce72f05bb30b992,php,3.5,-48686.3922,-48686.3922,0,-131790.456,-131790.456,0,-222664.5706,-222664.5706,0,-4101.535714,-4101.535714,0,-4834.86513,-4834.86513,0,-115239.6712,-115239.6712,0,-121027.9211,-121027.9211,0,55777.09772,55777.09772,0,0,0,0,0,0,0,57018,57018,0
SECBENCH,CVE-2014-2238,https://github.com/mantisbt/mantisbt,e8bdd248213d2de9cfe1f9bd4bd9dc12b2f5fc73,CWE-89,MEDIUM,2014,mantisbt,mantisbt,2/28/14 17:23,"Fix SQL injection vulnerability in adm_config_report.php

Jakub Galczyk (HauntIT blog http://hauntit.blogspot.com/) reported this
issue, introduced by f8a81a33880752364ea47bdd9a987bff986c81de in
MantisBT 1.2.13.

Root cause is the use of unsanitized inlined query parameters.

Fixes #17055",622afd2d4bd40cc713d3e8ee7fa1d44fe5dfadd6,php,6.5,-60505.4149,-60504.26828,-1.146619036,-172261.0992,-172239.2604,-21.83877587,-252212.7156,-252199.3332,-13.38237335,-45172.17857,-45176.17857,4,-106259.5066,-106263.5066,4,-96374.92906,-96378.92906,4,-80774.34211,-80778.34211,4,71460.62216,71456.8672,3.754958865,0,0,0,0,0,0,76540,76536,4
SECBENCH,CVE-2016-6302,https://github.com/openssl/openssl,e97763c92c655dcf4af2860b3abd2bc4c8a267f9,CWE-20,MEDIUM,2016,openssl,openssl,8/22/16 16:20,"Sanity check ticket length.

If a ticket callback changes the HMAC digest to SHA512 the existing
sanity checks are not sufficient and an attacker could perform a DoS
attack with a malformed ticket. Add additional checks based on
HMAC size.

Thanks to Shi Lei for reporting this bug.

CVE-2016-6302

Reviewed-by: Viktor Dukhovni <viktor@openssl.org>",652c52a602b4c88cfadb99e85ef175441b7f5d18,c,5,-282783.4891,-282777.9877,-5.501404274,-1024238.822,-1024222.443,-16.3790819,-1702386.131,-1702376.094,-10.03678001,-330069.9286,-330071.9286,2,-354160.9709,-354129.8492,-31.12162162,44415.88379,44424.17714,-8.293350873,-75150.07895,-75153.07895,3,267396.1558,267393.339,2.816791675,0,0,0,0,0,0,346359,346356,3
SECBENCH,,https://github.com/josh/rails,eb5033ad6b4a12a32e1493fb5b9aeee9eb75f10e,CWE-384,,2007,josh,rails,10/2/07 5:58,"Merge session fixation fixes from stable


git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@7722 5ecf4fe2-1ee6-0310-87b1-e25e094e27de",0ee1cb2cd32bfaf47deaf5440dd5b9cf0915ab6a,rb,,4494.502994,4491.243007,3.259987218,3612.42453,3610.684037,1.74049217,2150.619385,2150.474347,0.145038168,13819.28571,13814.28571,5,12905.88845,12901.88845,4,9099.771353,9093.771353,6,-46748.85526,-46754.85526,6,21462.39577,21458.68143,3.714341846,0,0,0,0,0,0,28643.5,28637.5,6
SECBENCH,,https://github.com/google/google-authenticator,eb7748cded7b14b907b7ebdec0581b6bb1e7e77e,CWE-401,,2012,google,google-authenticator,6/16/12 4:41,fix memory leak in write_file_contents() (libpam),59d1b79139b5b29d652780fce1906cb632c2eab9,c,,2756.867878,2756.867878,0,-129.5176879,-129.5176879,0,1173.970946,1173.970946,0,3941.857143,3941.857143,0,2945.797297,2945.797297,0,4132.882006,4132.882006,0,5704,5704,0,4590.689073,4590.689073,0,0,0,0,0,0,0,5209,5209,0
SECBENCH,,https://github.com/splitbrain/dokuwiki,ebbef3b12bf9150995d42ebb1bb170b38169b443,CWE-79,,2008,splitbrain,dokuwiki,5/4/08 16:31,"fix for possible XSS vulnerability in html_revisions()

darcs-hash:20080504163149-7ad00-807016f20298b25c1a3df2040b051c02e6ce2d91.gz",0265c2046291f04cccff5234f3b9d47630d77192,php,,-15994.27849,-15994.27849,0,-238674.1534,-238674.1534,0,-93222.93093,-93222.93093,0,-20462.5,-20462.5,0,35779.47589,35779.47589,0,26903.47941,26903.47941,0,-8476.736842,-8476.736842,0,68272.58093,68272.58093,0,0,0,0,0,0,0,69938,69938,0
SECBENCH,CVE-2008-3790,https://github.com/josh/rails,ebfa43c423ac16bb699424d8d3db11855dd79a91,CWE-20,MEDIUM,2008,josh,rails,9/2/08 14:22,"Merge rexml-expansion-fix gem into activesupport.

Addresses the security issue documented at:
* http://www.ruby-lang.org/en/news/2008/08/23/dos-vulnerability-in-rexml/",76797b443929005f43512a147e97f02f3145ed81,rb,5,3998.817015,4001.192715,-2.375700576,8415.029126,8399.029126,16,4348.317465,4332.317465,16,16253.53571,16234.53571,19,15403.18601,15387.18601,16,-1033.212154,-1062.212154,29,-58334.57895,-58170.88158,-163.6973684,23293.89293,23278.95257,14.94036266,0,0,0,0,0,0,31642,31613,29
SECBENCH,,https://github.com/nextcloud/server,ec1596054f9c9da9aae958b02e441185bd1b9f79,,,2014,nextcloud,server,8/20/14 20:59,"Removing `x-webkit-speech` attribute #10561

Remove obsolete (from Google Chrome 36 on) attribute due to security vulnerability",98d0d48b54764162cfa9315e3c1f42915801d16f,php,,6226.21969,6226.21969,0,-245948.2163,-245948.2163,0,-43006.29484,-43006.29484,0,40093.25,40093.25,0,33104.75066,33104.75066,0,44556.83833,44556.83833,0,27018.93421,27018.93421,0,100098.9348,100098.9348,0,0,0,0,0,0,0,106344,106344,0
SECBENCH,,https://github.com/WordPress/WordPress,ec1ca2236fc693ada675688d7e9ae19bd7d7a49f,CWE-79,Major,2009,WordPress,WordPress,1/4/09 23:37,"Latest version of the patch for refactor filters to avoid potential XSS attacks, props sambauers and DD32, see #8767


git-svn-id: http://svn.automattic.com/wordpress/trunk@10298 1a063a9b-81f0-0310-95a4-ce76da25c4cd",60de32b047a658529d049e7e541ba7105cbdbcee,php,,-41728.61279,-41577.69594,-150.9168532,-126596.1578,-126502.1707,-93.98705085,-244039.9909,-243738.0795,-301.9114041,8336.785714,8363,-26.21428571,18359.07499,18372.53895,-13.46396396,-106456.6498,-105762.7022,-693.9476139,-103649.4342,-103073.6711,-575.7631579,67872.24411,67778.12517,94.11894445,0,0,0,0,0,0,68888,68786,102
SECBENCH,CVE-2017-7241,https://github.com/mantisbt/mantisbt,ecef0e9b523a460709e8feedfce72f05bb30b992,CWE-79,LOW,2017,mantisbt,mantisbt,3/24/17 16:02,"Fix XSS in move_attachments_page.php

Yelin and Zhangdongsheng from VenusTech http://www.venustech.com.cn/
reported a vulnerability in the Move Attachments admin page, allowing
an attacker to inject arbitrary code through a crafted 'type'
parameter.

Sanitize the 'type' parameter prior to output, to ensure HTML special
characters are properly escaped.

Fixes #22568",c83fe546e9f229542c88a9aede924bd5ce4663c6,php,3.5,-48686.3922,-48686.3922,0,-131790.456,-131790.456,0,-222664.5706,-222664.5706,0,-4101.535714,-4101.535714,0,-4834.86513,-4834.86513,0,-115239.6712,-115239.6712,0,-121027.9211,-121027.9211,0,55777.09772,55777.09772,0,0,0,0,0,0,0,57018,57018,0
SECBENCH,,https://github.com/bmizerany/sinatra,ed98aed36f448f6521b404991aee41161c6756e2,CWE-22,,2009,bmizerany,sinatra,3/9/09 21:46,Fix directory traversal vulnerability in static file route [#177],01b1f4945e6e43aa670b7a68e6759fe1cb61b94a,rb,,-769.0323097,-765.459887,-3.572422669,-4676.855283,-4665.935895,-10.91938794,1358.294934,1364.986121,-6.691186676,958.3214286,956.3214286,2,1728.959459,1726.959459,2,-5412.209037,-5397.820487,-14.3885497,-4960.434211,-4949.144737,-11.28947368,1624.599611,1623.03524,1.564371316,0,0,0,0,0,0,1689,1687,2
SECBENCH,CVE-2010-3070,https://github.com/mantisbt/mantisbt,edb817991b99cd5538f102be26865fde7c6b7212,CWE-79,MEDIUM,2010,mantisbt,mantisbt,9/2/10 11:51,"Fix #12312: NuSOAP web description XSS vulnerability

Bogdan Calin from Acunetix discovered a number of XSS vulnerabilities in
NuSOAP 0.9.5 (bundled with MantisBT) relating to improperly escaped
URLs.

A sample exploit URL is:
/api/soap/mantisconnect.php?1<ScRiPt>prompt(923395)</ScRiPt>

The upstream report for these XSS flaws in NuSOAP is located at the
following URL:
http://sourceforge.net/projects/nusoap/forums/forum/193579/topic/3834005

This patch provides an interim fix for MantisBT users until upstream
makes a new release.",61e90d0653f1532010a00eddb70609395a42ec6c,php,4.3,-92911.571,-92911.571,0,-225017.425,-225017.425,0,-363470.8259,-363470.8259,0,-188979.6071,-188979.6071,0,-183469.6004,-183469.6004,0,-89943.70905,-89943.70905,0,-87131.59211,-87131.59211,0,99703.04957,99703.04957,0,0,0,0,0,0,0,109194,109194,0
SECBENCH,CVE-2016-2105,https://github.com/openssl/openssl,ee1e3cac2e83abc77bcc8ff98729ca1e10fcc920,CWE-189,MEDIUM,2016,openssl,openssl,3/4/16 10:17,"Avoid overflow in EVP_EncodeUpdate

An overflow can occur in the EVP_EncodeUpdate function which is used for
Base64 encoding of binary data. If an attacker is able to supply very large
amounts of input data then a length check can overflow resulting in a heap
corruption. Due to the very large amounts of data involved this will most
likely result in a crash.

Internally to OpenSSL the EVP_EncodeUpdate function is primarly used by the
PEM_write_bio* family of functions. These are mainly used within the
OpenSSL command line applications, so any application which processes
data from an untrusted source and outputs it as a PEM file should be
considered vulnerable to this issue.

User applications that call these APIs directly with large amounts of
untrusted data may also be vulnerable.

Issue reported by Guido Vranken.

CVE-2016-2105

Reviewed-by: Richard Levitte <levitte@openssl.org>",b7b8e948014d93e1eb6d954d0799ae68ab0e068b,c,5,-277942.1833,-277942.1833,0,-1004487.19,-1004487.19,0,-1690790.616,-1690790.616,0,-324044.8214,-324044.8214,0,-350170.1998,-350170.1998,0,46748.79108,46748.79108,0,-62462.77632,-62462.77632,0,263715.9796,263715.9796,0,0,0,0,0,0,0,342069,342069,0
SECBENCH,,https://github.com/pfsense/pfsense,ee3de7b191e3735b2d03a932809ed37e22e03177,CWE-74,,2015,pfsense,pfsense,6/16/15 13:11,"Protect single quotes as well to prevent JS injection, due to the way this page uses single quotes for attributes.",034620d62ae1026679da444f860f0467ca572eb4,php,,-168564.4126,-168564.4126,0,-444857.0029,-444857.0029,0,-1116536.508,-1116536.508,0,-93067.96429,-93067.96429,0,43215.34181,43215.34181,0,-133318.5259,-133318.5259,0,-194866.6184,-194866.6184,0,125985.1522,125985.1522,0,0,0,0,0,0,0,127802,127802,0
SECBENCH,,https://github.com/phpmyadmin/phpmyadmin,ee92eb9bab8e2d546756c1d4aec81ec7c8e44b83,CWE-352,,2015,phpmyadmin,phpmyadmin,5/12/15 5:51,"bug #4899 [security] CSRF vulnerability in setup

Signed-off-by: Madhura Jayaratne <madhura.cj@gmail.com>",dba2af651a53d5037296a1dc827081a94ef1062c,php,,-140948.9444,-140950.17,1.22564359,-518988.7459,-518980.3011,-8.444794067,-791587.0205,-791589.1656,2.145038168,56622.14286,56616.14286,6,-411502.5861,-411506.3113,3.725225225,-87459.77555,-87457.58128,-2.194274852,-85334.02632,-85333.38158,-0.644736842,198821.568,198815.898,5.66997827,0,0,0,0,0,0,229939,229933,6
SECBENCH,,https://github.com/josh/rails,eede82ccb980d9d1c67cddc6972a7125ddab1949,CWE-79,,2007,josh,rails,9/21/07 15:05,"Added support for HTTP Only cookies (works in IE6+ and FF 2.0.5+) as an improvement for XSS attacks (closes #8895) [lifo/Spakman]

git-svn-id: http://svn-commit.rubyonrails.org/rails/trunk@7525 5ecf4fe2-1ee6-0310-87b1-e25e094e27de",26238ac1731208949312f4f91d75011a2da30d49,rb,,4903.732259,4908.430063,-4.697803794,3999.201493,3994.384938,4.81655481,2137.780615,2133.360768,4.419847328,14278.60714,14283.60714,-5,13236.42448,13247.42448,-11,9103.068965,9113.068965,-10,-45600.02632,-45590.02632,-10,22341.76621,22351.98065,-10.21444008,0,0,0,0,0,0,29540.5,29550.5,-10
SECBENCH,CVE-2016-5703,https://github.com/phpmyadmin/phpmyadmin,ef6c66dca1b0cb0a1a482477938cfc859d2baee3,CWE-89,HIGH,2016,phpmyadmin,phpmyadmin,6/15/16 9:29,"Properly escape database name in central column queries

Signed-off-by: Michal Čihař <michal@cihar.com>",79a34ff94cf801b7a158171b19b9cf98060d3f96,php,7.5,-116288.3756,-116288.3756,0,-540851.2973,-540851.2973,0,-813216.385,-813216.385,0,42509.14286,42509.14286,0,-363119.0774,-363119.0774,0,100559.8518,100559.8518,0,1345.078947,1345.078947,0,210071.4303,210071.4303,0,0,0,0,0,0,0,199817.5,199817.5,0
SECBENCH,,https://github.com/mantisbt/mantisbt,f017e817762b3348d8c36f17324f07a62393656f,,,2010,mantisbt,mantisbt,5/23/10 9:38,"Fix #11952: Arbitrary inline attachment rendering (security issue)

Kornel Lesinski reported a significant security problem with Mantis'
handling of attachments and MIME types. A user could upload a HTML file
renamed to .gif and MantisBT would use Fileinfo to calculate the actual
MIME type to be text/html. This is a problem because a user could be
directed to click on a link purporting to be a .gif attachment when in
fact it is a HTML document. Browsers would attempt to render the
text/html attachment within the browser instead of treating it as a file
download (or even just plaintext).

Internet Explorer exaggerates this problem by ignoring the Content-Type
header so that it can perform its own analysis of the file type. With
the expectation that Fileinfo and any browser MIME detection are
inherently insecure and unpredictable, we don't want to allow users to
upload random files that *could* be misinterpreted by MIME detectors for
malicious purposes. As we send our own Content-Type headers where
appropriate, we can tell Internet Explorer 8+ to stop it's own MIME type
sniffing, resulting in a performance boost for IE8+ users.

To solve this problem, a new 'show_inline' parameter has been introduced to
file_download.php which serves the purpose of specifying whether the
file should be served to the user as an attachment (within the
Content-Disposition header) or as an inline file that can be rendered
within the browser.

This parameter has also been protected using a CSRF token to ensure that
cross-domain attacks are not possible whereby a malicious user uploads a
HTML document and sends a link to someone else with &show_inline=1 set.
This is particularly an issue where an attacker places a MantisBT
instance within an invisible iframe such that the HTML attachment is
rendered unknown to users (and this HTML attachment could invoke
JavaScript to do nasty things within the domain of the MantisBT
installation).

In summary, MantisBT will treat all attachments as file downloads when
it prepares the Content-Disposition header. An exception currently
exists for inline image previews where MantisBT will create img src URLs
that point to file_download.php with show_inline=1 and a CSRF token
parameter provided. The MIME type isn't a significant concern in this
case as browsers won't try to render HTML where an image is expected.",8bf42a625ee0d2372810acbde33be7a7fcc2aa17,php,,-90799.23985,-90797.41113,-1.828720136,-224751.7247,-224743.0034,-8.721297344,-369438.4692,-369422.6569,-15.81226,-176665.1071,-176668.1071,3,-172229.9608,-172231.9608,2,-88923.22807,-88925.22807,2,-86704.75,-86700.10526,-4.644736842,100541.8413,100539.9503,1.891092829,0,0,0,0,0,0,110179,110177,2
SECBENCH,CVE-2015-6834,https://github.com/php/php-src,f06a069c462d37c2e009f6d1d93b8c8e7b713393,NVD-CWE-Other,HIGH,2015,php,php-src,9/1/15 7:14,Fix bug #70365 - use-after-free vulnerability in unserialize() with SplObjectStorage,e8429400d40e3c3aa4b22ba701991d698a2f3b2f,c,7.5,-455052.4677,-455049.2018,-3.265909822,-1170737.853,-1170726.934,-10.91938794,-2807288.412,-2807254.787,-33.62452001,-515868.0714,-515870.0714,2,-1194607.916,-1194609.916,2,12272.9561,12270.9561,2,146760.8026,146758.8026,2,395862.8165,395860.9317,1.884809723,0,0,0,0,0,0,583081,583079,2
SECBENCH,,https://github.com/edx/edx-platform,f0e7dcd346f1b17505897bbe7b20365c88f51757,CWE-79,,2016,edx,edx-platform,3/16/16 13:57,"Properly escaping fullname

To prevent XSS attacks, we now properly escape any string containing
the user's fullname. Enumerated by searching webview.py for ""fullname"",
and ""git grep""-ing any occurrences. This also exposed some unused strings,
which I deleted for clarity.",1961189819282cc9341889fc928f06a340b71ae5,html,,4307.190836,4307.190836,0,-277729.0332,-277729.0332,0,-24500.82975,-24500.82975,0,-306997.1786,-306997.1786,0,-37028.00344,-37028.00344,0,157663.5546,157663.5546,0,166473.1711,166473.1711,0,169184.2277,169184.2277,0,0,0,0,0,0,0,196006,196006,0
SECBENCH,,https://github.com/pfsense/pfsense,f17f9f2891b459e3f119ced5857469b96c57dde9,,,2010,pfsense,pfsense,7/9/10 13:19,Bypass the DNS Rebind attack checks if accessing by IP address.,35c9cd4463738ebfc07aa6099ebb8bd54e10434b,inc,,-106087.4872,-106126.5571,39.06984608,-290946.7987,-291249.7668,302.9680261,-688763.1003,-688799.9019,36.80152672,-102491.6071,-102482.6071,-9,29907.14812,29918.14812,-11,-49063.62302,-49094.03197,30.4089532,-143046.8816,-143108.9737,62.09210526,91352.9905,91363.56265,-10.5721504,0,0,0,0,0,0,92177,92188,-11
SECBENCH,CVE-2016-10167,https://github.com/php/php-src,f1b2afc9d9e77edf41804f5dfc4e2069d8a12975,CWE-20,MEDIUM,2016,php,php-src,8/16/16 16:23,"Fix #73868: DOS vulnerability in gdImageCreateFromGd2Ctx()

We must not pretend that there are image data if there are none. Instead
we fail reading the image file gracefully.

(cherry picked from commit cdb648dc4115ce0722f3cc75e6a65115fc0e56ab)",6477bb724e0c4e95dfc8f315cac4b7e7a692b0f8,c,4.3,-114870.7344,-114341.1322,-529.6022284,-917890.8429,-916281.8541,-1608.988803,-806270.6666,-801278.6131,-4992.053481,-281508.5357,-281800.5357,292,150947.775,150631.775,316,176370.7961,176055.7961,315,185742.6447,185427.6447,315,174806.9854,174510.4654,296.5200003,0,0,0,0,0,0,169094.5,169324,-229.5
SECBENCH,,https://github.com/facebook/fresco,f1e1f24de3d65aa06d51f7dde92651a3cb29ed76,CWE-402,,2017,facebook,fresco,3/8/17 12:44,"fix stream res leak

Summary:
**Test plan**
Please clone the demo from https://github.com/caojianfeng/FrescoDemo.git
And run it.
Now it will crash when started or scroll the image list.
And My test device is Android 4.1.2 .I receive this:

```
03-07 01:16:27.343 18562-18571/caojianfeng.frescodemo E/StrictMode: A resource was acquired at attached stack trace but never released. See java.io.Closeable for information on avoiding resource leaks.
                                                                    java.lang.Throwable: Explicit termination method 'end' not called
                                                                        at dalvik.system.CloseGuard.open(CloseGuard.java:184)
                                                                        at java.util.zip.Inflater.<init>(Inflater.java:82)
                                                                        at java.util.zip.GZIPInputStream.<init>(GZIPInputStream.java:96)
                                                                        at java.util.zip.GZIPInputStream.<init>(GZIPInputStream.java:81)
                                                                        at libcore.net.http.HttpEngine.initContentStream(HttpEngine.java:528)
                                                                        at libcore.net.http.HttpEngine.readResponse(HttpEngine.java:836)
                                                                        at libcore.net.http.HttpURLConnectionImpl.getResponse(HttpURLConnectionImpl.java:274)
                                                                        at libcore.net.http.HttpURLConnectionImpl.getResponseCode(HttpURLConnectionImpl.java:486)
                                                                        at com.facebook.imagepipeline.producers.HttpUrlConnectionNetworkFetcher.downloadFrom(HttpUrlConnectionNetworkFetcher.java:97)
                                                                        at com.facebook.imagepipeline.producers.HttpUrlConnectionNetworkFetcher.fetchSync(HttpUrlConnectionNetworkFetcher.java:80)
                                                                        at com.facebook.imagepipeline.producers.HttpUrlConnectionNetworkFetcher$1.run(HttpUrlConnectionNetworkFetcher.java:61)
                                                                        at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442)
                                                                        at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:305)
                                                                        at java.util.concurrent.FutureTask.run(FutureTask.java:137)
                                                                        at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1076)
                                                                        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:569)
                                                                        at java.lang.Thread.run(Thread.java:856)

```
When the fixed Lib work . It will show a image list and can be scroll to the bottom of the list.

Make sure tests pass on Circle CI.

Closes https://github.com/facebook/fresco/pull/1678

Reviewed By: kirwan

Differential Revision: D4658501

Pulled By: lambdapioneer

fbshipit-source-id: e7201f2872e76dc927c15dd4158539e0066ed3ad",6f92497f95bdfaef08ea69ba08453bb3094eb27c,java,,5521.726732,5519.99485,1.731881236,12400.44196,12409.76485,-9.322893363,21358.74971,21380.30442,-21.55470738,-6466.75,-6472.75,6,-10861.177,-10869.177,8,7913.270585,7904.270585,9,-40030.05263,-40039.05263,9,28520.28469,28513.08828,7.196413107,0,0,0,0,0,0,42382.5,42373.5,9
SECBENCH,MDL-23872,https://github.com/moodle/moodle,f1f70bd4dde6cd1ea4bdb8ab28fa3d36a53b89d8,CWE-74,Serious,2011,moodle,moodle,2/2/11 10:33,"MDL-23872 Forms Library : Updated MoodleQuickForm to honour setConstant(), prevents injection.",3fdc6226970bd9da9d202ba9800b8ed2a2689075,php,,-451036.1544,-451028.8732,-7.281254539,-1667868.011,-1667823.959,-44.05206863,-2159721.657,-2159720.802,-0.854961832,-2033081.143,-2033083.143,2,-162640.8816,-162643.8816,3,-108731.4568,-108709.874,-21.58282456,10352.27632,10369.21053,-16.93421053,738091.329,738088.7175,2.611520152,0,0,0,0,0,0,873238,873235,3
