Dataset,Code,Project,sha,owner,project,sha-p,sha-reg,sha-reg-p,main_fix,main_prev,diff,Write Short Units of Code-fix,Write Short Units of Code-prev,Write Short Units of Code-diff,Write Simple Units of Code-fix,Write Simple Units of Code-prev,Write Simple Units of Code-diff,Write Code Once-fix,Write Code Once-prev,Write Code Once-diff,Keep Unit Interfaces Small-fix,Keep Unit Interfaces Small-prev,Keep Unit Interfaces Small-diff,Separate Concerns in Modules-fix,Separate Concerns in Modules-prev,Separate Concerns in Modules-diff,Couple Architecture Components Loosely-fix,Couple Architecture Components Loosely-prev,Couple Architecture Components Loosely-diff,Keep Architecture Components Balanced-fix,Keep Architecture Components Balanced-prev,Keep Architecture Components Balanced-diff,Keep Your Codebase Small-fix,Keep Your Codebase Small-prev,Keep Your Codebase Small-diff,Automate Tests-fix,Automate Tests-prev,Automate Tests-diff,Write Clean Code-fix,Write Clean Code-prev,Write Clean Code-diff
VULAS-M,CVE-2011-1184,https://github.com/apache/tomcat,639e20992a66d7a42fb59c974db91c8a0f730a1e,apache,tomcat,9d4a4d89de340ff79c036a37864470eca9a734bb,1a530ab36d2a1a06f1fd0ae0bd905518e7754e13,b95c323a798f91e597f226df37a5e823a92c1544,-16864.40695484966,-16832.747814883325,-31.659139966333896,-165695.8756030021,-165732.42341659326,36.54781359116896,-362507.1758963683,-362546.7916724497,39.61577608139487,-39760.14285714284,-39677.75,-82.39285714284051,34288.67302596715,34229.817170111295,58.85585585585795,-196069.9701993563,-195267.0358933689,-802.934305987379,217349.0,217189.0,160.0,188162.92198140576,188049.2056634673,113.71631793846609,0.0,0.0,0.0,0.0,0.0,0.0,155588.5,155428.5,160.0
SECBENCH,,https://github.com/MPOS/php-mpos,63c3b96a2940a350abd58491a72629b37059479f,MPOS,php-mpos,795e019d0de3731fab71c98ab0487e84d6f7e952,e017fc94cd5ce6d4e790c4a0976f28741178d876,d4ebc926bc13a37b2e1f011feaf2f724e9d76f37,-26713.47627945661,-26713.47627945661,0.0,-86276.37296643341,-86276.37296643341,0.0,-191871.342308582,-191871.342308582,0.0,-73492.39285714286,-73492.39285714286,0.0,-19872.215686274507,-19872.215686274507,0.0,8235.81602655287,8235.81602655287,0.0,22185.513157894737,22185.513157894737,0.0,41348.23183941908,41348.23183941908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32608.0,32608.0,0.0
VULAS-M,CVE-2011-5062,https://github.com/apache/tomcat55,644dfdf96cf82fcd2a2046d93f2b5495f7e94584,apache,tomcat55,9fb8531aa4c40b1f79371c4f42453075f36c02d0,0299cb724ea71f304d54adfcdb950f59b01fb421,8cdc3345f034a5f073e9c9db52e42f1be7d838ee,-33869.166705009,-33791.92751843674,-77.23918657226022,-141831.99115873102,-141639.25929574744,-192.73186298357905,-236046.15891741848,-235713.4844321073,-332.67448531117407,-227370.6071428571,-227016.67857142858,-353.92857142852154,19397.86963434023,19339.48675145734,58.382882882888225,-138324.88008828575,-138002.6116517076,-322.2684365781606,98672.32894736843,98528.32894736843,144.0,149719.27167549368,149586.9430677977,132.3286076959921,0.0,0.0,0.0,0.0,0.0,0.0,137092.5,136998.0,94.5
VULAS,CVE-2016-4437,https://github.com/apache/shiro,64d9f8341e1aa7ef1a29744e16ea7c578ca5deee,apache,shiro,1460419cc7e4eacbcef7ccc17c75e74d058b73c1,d1a73e4cb3de0d7e2960bef9946cc4b59d743606,40517a4ee069f9961f7006c62ea2b219f3ce9cda,5446.807849244678,5451.604847006138,-4.796997761459352,4400.352224842971,4389.858563396288,10.493661446682381,1548.6655563266252,1536.6655563266252,12.0,7615.75,7605.75,10.0,6445.914414414415,6433.914414414415,12.0,8816.39894132605,8801.39894132605,15.0,6049.434210526316,6134.105263157895,-84.67105263157919,9140.563145010405,9128.855731440108,11.707413570296922,0.0,0.0,0.0,0.0,0.0,0.0,10451.0,10485.5,-34.5
SECBENCH,,https://github.com/yigit/android-priority-jobqueue,64facaf74486b40952a6b55b9c83262883aecefd,yigit,android-priority-jobqueue,16fa174851836f3c30bae9c60db32f73157308c8,ba693a35e22753e8a9050a9ad572d4b2b9959467,8b98333b5066e9dfaa4cff227069c9e3f88e9b63,2300.4474020618654,2341.923259329214,-41.4758572673486,2551.154576483746,2519.9900082592676,31.164568224478444,2899.8059218135554,2714.4288688410825,185.37705297247294,3564.0,3582.0,-18.0,2996.161897191309,2982.073926868045,14.087970323264017,-677.094340731043,-388.7101885304025,-288.3841522006405,95.57894736842172,399.3684210526317,-303.78947368420995,5128.867018492663,5175.581556801515,-46.71453830885184,0.0,0.0,0.0,0.0,0.0,0.0,6446.0,6434.5,11.5
SECBENCH,,https://github.com/FreeRDP/FreeRDP,657e6c6a55ffeec9a32d3dcff6add7cca5870398,FreeRDP,FreeRDP,064bb8ec167c0fcf178466ae2e4954f3134f43d7,6e69caad9f21046c25a56c8170658cd9c2795063,c8652371e7bb7a37ebb7b197eceded5b29505b3f,-317.7886966523638,-317.7886966523638,0.0,-136110.56715389743,-136110.56715389743,0.0,8572.521674762898,8572.521674762898,0.0,-68900.82142857142,-68900.82142857142,0.0,37458.576576576575,37458.576576576575,0.0,31903.32053315542,31903.32053315542,0.0,45271.0,45271.0,0.0,38604.082831450316,38604.082831450316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40024.0,40024.0,0.0
VULAS,APACHE-AXIS2-5846,https://github.com/apache/axis2-java,65aaacc779530682887bc6da4099b5ec4cfab406,apache,axis2-java,3f2ad217f0364c44d167f2d1907b019c97ae0640,0446f82f58aeaa13288368fcf528bc7b6fc163ce,8242d62513b14bdb06c312725c6e4036e6b69632,-8363.20449681914,-8359.55449681914,-3.649999999999636,-102461.1316441841,-102461.1316441841,0.0,-131920.79051584547,-131920.79051584547,0.0,-48961.57142857142,-48962.57142857142,1.0,-7763.80498145203,-7763.80498145203,0.0,-83670.05796271352,-83674.05796271352,4.0,145775.0,145771.0,4.0,85972.81156457514,85972.81156457514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59397.5,59443.0,-45.5
SECBENCH,,https://github.com/laravel/framework,65d9a061d9209694e8addd9c6ce94dcf5bfe7180,laravel,framework,91fd7f2b95c30af866838270beb91be9a2de55f2,b08260fd75df5fd3c68f3882956d35ba9278ed1a,bf20e4b3a5f3da84a03c0922c48b8713b900229a,17728.482004620848,17728.482004620848,0.0,21014.68905338553,21014.68905338553,0.0,20483.068979875086,20483.068979875086,0.0,15595.892857142859,15595.892857142859,0.0,13292.59326974033,13292.59326974033,0.0,18296.183079679588,18296.183079679588,0.0,32182.0,32182.0,0.0,24535.39280638509,24535.39280638509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31885.0,31885.0,0.0
VULAS,CVE-2016-9879,https://github.com/spring-projects/spring-security,666e356ebc479194ba51e43bb99fc42f849b6175,spring-projects,spring-security,fc516b55a647277f58d679b8040fe5a15711338b,af9139b613b3f55b0beb63b0aed6a4b4f28b664b,f019ea89e7b577a888c58dc34ba43905040089d4,9923.443791066298,9925.898590468987,-2.4547994026888773,7673.074638668694,7674.9771584076625,-1.9025197389682944,13053.85903307888,13089.389914411287,-35.53088133240817,18640.821428571428,18636.821428571428,4.0,11534.411499735032,11553.159247482778,-18.74774774774596,34204.67374127737,34196.67374127737,8.0,-50971.80263157895,-50979.80263157895,8.0,31197.900200910524,31194.267046118286,3.6331547922382015,0.0,0.0,0.0,0.0,0.0,0.0,33901.5,33893.5,8.0
VULAS,CVE-2015-2913,https://github.com/orientechnologies/orientdb,668ece96be210e742a4e2820a3085b215cf55104,orientechnologies,orientdb,41fd20ab022e22bce32d62372dbe279693322086,cde4b3ee7aefee04827043f53d870f1d7f564a63,c8f7436ab638a63d58d63656f4f8394dfeff21a8,-150049.21249219874,-150047.5514909603,-1.6610012384480797,-213160.57942073478,-213160.57942073478,0.0,-617207.7341660884,-617207.7341660884,0.0,-295909.5714285714,-295891.5357142857,-18.035714285739232,-57172.75940646528,-57172.75940646528,0.0,-328487.17416088656,-328510.59986278776,23.425701901200227,-418469.8026315789,-418458.8026315789,-11.0,217674.49629233795,217674.49629233795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212241.0,212252.0,-11.0
SECBENCH,,https://github.com/splitbrain/dokuwiki,66b23ce9f134c838f393fa452c450f8b6fc147c3,splitbrain,dokuwiki,0d5f4833689967dde7f9fc2cbd1b6ada533bbb73,5ca4a8a19425e432cff13aaef5eae897e153f320,80423ab626c72923f347e2196ce660957dcc216f,-25941.937968280523,-25941.937968280523,0.0,-383019.1279956759,-383019.1279956759,0.0,-107490.44103631737,-107490.44103631737,0.0,-60217.82142857142,-60217.82142857142,0.0,58889.48145204027,58889.48145204027,0.0,31650.336564323992,31650.336564323992,0.0,13824.171052631587,13824.171052631587,0.0,99283.02170876361,99283.02170876361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87661.0,87661.0,0.0
SECBENCH,CVE-2014-9272,https://github.com/mantisbt/mantisbt,66c142dc3b652cdb07d61f2edbf3a798234ef48a,mantisbt,mantisbt,b35d343671688056efcb63c31b7ac7e177eedcdd,0d5ea1378863561875e151c1c4593feff4e87af7,25ec97fef236a550568cc8425d11a32b9584622b,-52068.925602442694,-52068.925602442694,0.0,-127648.61162596324,-127648.61162596324,0.0,-228962.34281748786,-228962.34281748786,0.0,-10865.78571428571,-10865.78571428571,0.0,-31878.552464228935,-31878.552464228935,0.0,-109329.38868817582,-109329.38868817582,0.0,-104127.32894736843,-104127.32894736843,0.0,49293.754233083055,49293.754233083055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42829.0,42829.0,0.0
SECBENCH,,https://github.com/mattpass/ICEcoder,670e3c47a6f952b7f106adf10d7fa965e3bc25f5,mattpass,ICEcoder,4ef49f017212a4da84f4d009285a3eff30c80114,281e0f5617e74c058e6e7a376ed90111e1d87b71,4e807b528c99cbe33532fd30a16c77cf7547fcfb,-2415.1463426297114,-2415.1463426297114,0.0,-39808.76856055354,-39808.76856055354,0.0,-38804.18427018274,-38804.18427018274,0.0,7171.107142857143,7171.107142857143,0.0,2983.9038155802864,2983.9038155802864,0.0,10193.653524507274,10193.653524507274,0.0,10637.578947368422,10637.578947368422,0.0,12487.745974126039,12487.745974126039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10987.5,10987.5,0.0
VULAS,CVE-2016-0768,https://github.com/tada/pljava,675254b0f17b76f05e72cba2e3b8d3e548ae7a43,tada,pljava,d2f6ef84e46765822f92cd8f403a7e4c1f8bb198,8d973b7284e9f437c1a76247ed573168dc672767,11fcc31e9401b4a96230cf959d2450d4caa6b850,5037.4973075460175,5029.101417250586,8.395890295431855,-9430.604378331413,-9432.604378331413,2.0,-2491.912190608373,-2493.912190608373,2.0,7534.892857142858,7524.892857142858,10.0,396.16931637519883,394.16931637519883,2.0,5935.230166123273,5913.230166123273,22.0,18770.0,18748.0,22.0,13861.197304758629,13859.23840180431,1.958902954318546,0.0,0.0,0.0,0.0,0.0,0.0,15800.0,15778.0,22.0
SECBENCH,CVE-2016-2513,https://github.com/django/django,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,django,django,c5544d289233f501917e25970c03ed444abbd4f0,35355a4ffedb2aeed52d5fe3034380ffc6a438db,c055224763e11b29cce0a7c10751354c40dac63e,13874.975048203643,13873.992025717753,0.9830224858906149,-22079.639160068917,-22077.639160068917,-2.0,-63820.08091603053,-63818.08091603053,-2.0,39096.607142857145,39099.607142857145,-3.0,-29647.76020137785,-29645.76020137785,-2.0,18960.069564907248,18931.292465497638,28.777099409609946,75309.0,75313.0,-4.0,63690.054051749335,63692.00092630004,-1.9468745507037966,0.0,0.0,0.0,0.0,0.0,0.0,57241.5,57245.5,-4.0
SECBENCH,,https://github.com/josh/rails,67d8bb963d5d51fc644d6b1ca20164efb4cee6d7,josh,rails,3a0b6c8e135e268c1550f93db1b63ba27457dec2,690dd2f64c01985ece8690b9ac1c1ff2dfb6d968,411613ab207d6ff61520ad78a10b046469db9a80,5186.836264614781,5186.836264614781,0.0,9768.427215929225,9768.427215929225,0.0,13152.860097154755,13152.860097154755,0.0,24988.964285714286,24988.964285714286,0.0,17188.027556968733,17188.027556968733,0.0,12912.421851987061,12912.421851987061,0.0,-53557.92105263157,-53557.92105263157,0.0,27298.082691025316,27298.082691025316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.5,117.5,0.0
VULAS-M,CVE-2008-5518,https://github.com/apache/geronimo,67dda0760bb0925ead201ddd5d809ff53686d63f,apache,geronimo,f1bcbf2bd88a88b4bca589cde452ed7b9732377d,17f7d87765b77d0b0de23165490e26e7265bdbb9,8d439d804844b0ab0e2e196746b3f721989fc480,14071.486874590772,14071.486874590772,0.0,8974.975356293586,8974.975356293586,0.0,7566.398797131621,7566.398797131621,0.0,-13307.428571428572,-13307.428571428572,0.0,25865.05961844197,25865.05961844197,0.0,21320.254679691338,21320.254679691338,0.0,34965.47368421053,34965.47368421053,0.0,32006.135181567253,32006.135181567253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23324.0,23324.0,0.0
VULAS,CVE-2018-1327,https://github.com/apache/struts,67ecf3a21608e20449bcb7895b22204b400fecd4,apache,struts,4260bee634cb606be6071bce2383fddb510608aa,c83598687dd8876bf7e37297667bd1dcb82ba73b,2b9201a81ac82ae5ba852541f5022f676b1694a6,-12461.203216228148,-12468.680645497312,7.477429269163622,-87066.38387420052,-87074.1116892639,7.727815063379239,-261908.37696044412,-261891.82225306498,-16.554707379138563,-226516.46428571426,-226529.46428571426,13.0,19973.68918918919,19960.68918918919,13.0,104586.06462820529,104571.06462820529,15.0,109154.5,109139.5,15.0,122296.43914068292,122283.83795567554,12.601185007384629,0.0,0.0,0.0,0.0,0.0,0.0,94868.5,94853.5,15.0
VULAS,CVE-2018-1999046,https://github.com/jenkinsci/jenkins,6867e4469525d16319b1bae9c840b933fe4e23c4,jenkinsci,jenkins,727d58f690abf64f543407e1de3545eca76ad30e,7fb63214d7bbd5b999218c92a90a66f55bb84a75,d4b6746b8bc4c248920a83da93be8d9f7749e8ee,6579.475691032005,6576.543920978698,2.9317700533065363,5902.3847407206995,5918.683210562464,-16.298469841764927,-6230.483599352301,-6157.42229932917,-73.06130002313148,37006.17857142857,36990.17857142857,16.0,18065.636724960255,18049.636724960255,16.0,-43983.9049438353,-43997.847142671315,13.942198836011812,-46941.40789473684,-46970.40789473684,29.0,47793.85331113496,47779.11803957302,14.735271561941772,0.0,0.0,0.0,0.0,0.0,0.0,54182.5,54153.5,29.0
SECBENCH,,https://github.com/joomla/joomla-cms,686b5fa4e8954be61e547b93b56be586ef1a1303,joomla,joomla-cms,09c9cd873afe21dc5018b4be104a504490aa32f8,8f8d4194ad6d7ebb2fd554137d451318ca67e4a6,ce7de218c1a4c16168873c2056e70417daa04940,-96970.4002536449,-96970.4002536449,0.0,-565048.3460769614,-565048.3460769614,0.0,-755925.0419153366,-755925.0419153366,0.0,-330626.60714285716,-330626.60714285716,0.0,7179.587705352421,7179.587705352421,0.0,95999.95074627492,95999.95074627492,0.0,14724.43421052635,14724.43421052635,0.0,281307.0199365525,281307.0199365525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282685.0,282685.0,0.0
SECBENCH,,https://github.com/curl/curl,686d767053e413feacb95fb7ddd9b3883984a3cb,curl,curl,ed3176dd6b5d9d6d26acc95f297cb3ef763ad54e,c7d517f6d2fd056e50fa0cb345e22d6cd7917216,183f1531d3104acf453ac710b6dfc69b8bfc99a2,-24042.140642143546,-24042.140642143546,0.0,-73886.66163708996,-73886.66163708996,0.0,-198356.4020356234,-198356.4020356234,0.0,6680.857142857143,6680.857142857143,0.0,-4999.307366189718,-4999.307366189718,0.0,1776.4457508276791,1776.4457508276791,0.0,-10834.973684210523,-10834.973684210523,0.0,18519.135407993337,18519.135407993337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20679.5,20679.5,0.0
SECBENCH,,https://github.com/nextcloud/server,68d55648d5904a86d21fb5258684687a31929011,nextcloud,server,dc41cf081cac227f0d73b56542fa6295285e170c,0ce5e9257e71dd8bf21379c3cbe774be8e4efd7b,28671d92c02ec8a8636f45511f9bb79110b49d58,-1941.3203805655642,-1941.3203805655642,0.0,-70162.11399628429,-70162.11399628429,0.0,-42432.25024288688,-42432.25024288688,0.0,19737.964285714286,19737.964285714286,0.0,542.0286168521465,542.0286168521465,0.0,9925.7715290978,9925.7715290978,0.0,-9500.56578947368,-9500.56578947368,0.0,39381.461791324975,39381.461791324975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33094.5,33094.5,0.0
SECBENCH,,https://github.com/josh/rails,68e4442ec720ca6730959681951f5862f97b5772,josh,rails,c5bdf6c5aee61848bee67b307287e2f28ddca173,e33fc9288e4204f6726225951134427326bf1c10,977c60eeeaaeec694d71d2b3baadd372f19f0b2f,7605.767445131027,7605.767445131027,0.0,18173.021065649285,18173.021065649285,0.0,16221.687531806616,16221.687531806616,0.0,30403.071428571428,30403.071428571428,0.0,16990.81399046105,16990.81399046105,0.0,20565.353707456878,20565.353707456878,0.0,-59613.934210526306,-59613.934210526306,0.0,30747.660937891316,30747.660937891316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.0,2570.0,0.0
SECBENCH,,https://github.com/P0cL4bs/WiFi-Pumpkin,68ed8f58c0a02e2048c27284bbe972e04998a562,P0cL4bs,WiFi-Pumpkin,acbc25f48028539c4d239647101a314a7b5f6c11,2f9f071a6121df4d775d88df0cf713c4d833f944,b99ff6e8ad4cceaed69a02a6dbad00e614dadc59,278.6414846137465,278.6414846137465,0.0,-8165.757318518427,-8165.757318518427,0.0,-325.7812167476286,-325.7812167476286,0.0,-2201.5357142857138,-2201.5357142857138,0.0,5589.035506094329,5589.035506094329,0.0,5833.733516702544,5833.733516702544,0.0,-12041.486842105263,-12041.486842105263,0.0,7609.706914997625,7609.706914997625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6488.5,6488.5,0.0
SECBENCH,,https://github.com/php/php-src,6912dab9ebf0107f3da0b74ef899c536091ece84,php,php-src,79e7432c971e904c84b7774674fc71f805091fd4,9383e1b8582ae678dd8769d79c0fb4122d0f5e43,28446a4e45787f8b19cc1ca6ae43a01daeec8121,-362971.95811114233,-362964.20994218095,-7.748168961377814,-901031.228449022,-901015.4585387972,-15.7699102248298,-1953785.909368494,-1953735.8324774462,-50.07689104788005,-763104.8214285714,-763108.8214285714,4.0,-648772.1139374669,-648768.0148383677,-4.099099099170417,-82088.25667493294,-82081.96332405992,-6.293350873020245,219341.5263157895,219356.46052631582,-14.934210526320385,346870.2224312745,346865.53065911704,4.691772157442756,0.0,0.0,0.0,0.0,0.0,0.0,152851.0,152846.0,5.0
SECBENCH,,https://github.com/HandBrake/HandBrake,69231c990576f34c14054a6f81b09b5a445d1b47,HandBrake,HandBrake,c6633353555fbc58a13ad90f8dfc171430455eae,7f7da739dc4485771416931aab652b6651737d69,75d7e2000d61c63e91f3e2d153be30e9db27b5e7,4252.751391743595,4252.147892704422,0.6034990391735846,-68480.7971235532,-68472.74315780638,-8.053965746817994,-82256.29442516771,-82239.62720333102,-16.66722183668753,89.3928571428587,86.3928571428587,3.0,27632.755166931638,27627.755166931638,5.0,36041.01732776092,36035.01732776092,6.0,48401.0,48395.0,6.0,38292.94011432145,38288.183936346206,4.75617797524319,0.0,0.0,0.0,0.0,0.0,0.0,42807.5,42801.5,6.0
SECBENCH,,https://github.com/cakephp/cakephp,69e5226fd2b3a9f6386527ef00159a03c53bbf0c,cakephp,cakephp,c4031bfd0a45420ef17a4a3eec45971c28e8e31f,86eb46ca87b538e73fa05f11bdccc7cbcd61f543,f20cc8110b41d0b43a54690d06a6525815cf2ad0,-7949.438458272045,-7949.438458272045,0.0,-46679.45040937195,-46679.45040937195,0.0,-90486.58445523941,-90486.58445523941,0.0,12712.57142857143,12712.57142857143,0.0,-9404.648648648648,-9404.648648648648,0.0,-21611.71206837951,-21611.71206837951,0.0,15202.96052631579,15202.96052631579,0.0,30798.97904403185,30798.97904403185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29973.5,29973.5,0.0
SECBENCH,,https://github.com/pfsense/pfsense,69eb2e295fbbea1ff16d4b20e7e056b70469aad4,pfsense,pfsense,d09ff9ef322608ea8c496121faccd3d778e71e25,4f135ed3e20338839e5a4343042de7bcc5361127,18576b939a8a73a831505d5d92ada068a4ad7fad,-48896.8039692442,-48890.574824589145,-6.229144655058917,-130742.82782082832,-130731.9084328916,-10.919387936708517,-302500.5617857969,-302466.9372657876,-33.624520009267144,-41619.82142857142,-41621.82142857142,2.0,6747.504769475358,6745.504769475358,2.0,-28001.73610359311,-27987.347553888303,-14.388549704806792,-59478.89473684211,-59467.60526315789,-11.28947368421359,38676.29741371446,38674.36692893003,1.9304847844323376,0.0,0.0,0.0,0.0,0.0,0.0,27952.0,27950.0,2.0
SECBENCH,,https://github.com/josh/rails,69fc0e1b5e6a3227576d67587c386142ef65854e,josh,rails,4751a8c51ff4b9766dcf8324347477095b7f940d,1ae0726ade841d761b63ce8e7de4e2d9adf8b689,a2da53f6a8fc51ede1ca636d2157916a7c9a6e09,965.2319843453618,965.2319843453618,0.0,8888.393972002756,8888.393972002756,0.0,5836.24575526255,5836.24575526255,0.0,19723.75,19723.75,0.0,15047.285108638049,15047.285108638049,0.0,-9777.268136557608,-9777.268136557608,0.0,-55264.26315789473,-55264.26315789473,0.0,23896.176302002605,23896.176302002605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,1302.0,0.0
VULAS,CVE-2018-20157,https://github.com/OpenRefine/OpenRefine,6a0d7d56e4ffb420316ce7849fde881344fbf881,OpenRefine,OpenRefine,ddd9bf9aa80a43c68bf6d8fb4dc9d0b8bb29dcd5,dae35e271c844ad43bafb49a7912b4a2a39610cd,27818564c9af2bbcb8bd1ecde12e3c1b2717f7da,-9363.119931015535,-9363.119931015535,0.0,-107442.73808386858,-107442.73808386858,0.0,-219132.02262317835,-219132.02262317835,0.0,-26851.32142857142,-26851.32142857142,0.0,-11843.016693163745,-11843.016693163745,0.0,66544.49994964691,66544.49994964691,0.0,71674.78947368421,71674.78947368421,0.0,84942.11009529562,84942.11009529562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48476.5,48476.5,0.0
SECBENCH,,https://github.com/rubinius/rubinius,6a23ed5d8b1fc7a81769fb502e98625a62e67cca,rubinius,rubinius,75842e976ec1db29b3719101c7fd3cca4df1a00c,75afe20c01c5b043b6f3572df8ca3ffb5d4faf93,37db8e67d639d6e3ab17ac197f89ce8a56e55d65,-154612.27262636897,-154613.6243300124,1.3517036434204783,-481534.4896016969,-481530.6972393256,-3.7923623712849803,-852430.5838538052,-852418.2014804534,-12.382373351836577,-497693.14285714284,-497698.14285714284,5.0,-8218.498940116571,-8223.498940116571,5.0,-172177.3640906859,-172182.3640906859,5.0,64636.75,64631.75,5.0,252017.60307975777,252012.91130760039,4.691772157384548,0.0,0.0,0.0,0.0,0.0,0.0,149277.0,149272.0,5.0
SECBENCH,,https://github.com/josh/rails,6a519401176126cd808aa5e3562a21f34a64de65,josh,rails,8a35865b747e0e96ae53e45997d6742f8f0ccfc3,e4cfd353a47369dd32198b0e67b8cbb2f9a1c548,755dcd0691f74079c24196135f89b917062b0715,7568.125849331729,7583.331724856629,-15.205875524899966,22522.30229113547,22464.640498801906,57.661792333565245,22638.4364561647,22668.4364561647,-30.0,35195.607142857145,35221.607142857145,-26.0,14270.147853736089,14300.147853736089,-30.0,14692.543381294665,14724.543381294665,-32.0,-70393.1842105263,-70361.1842105263,-32.0,34301.405578655525,34329.12612623809,-27.720547582561267,0.0,0.0,0.0,0.0,0.0,0.0,2454.0,2486.0,-32.0
SECBENCH,,https://github.com/edx/edx-platform,6a850e27bb97b30447fd46ccfb277367c2ed13c1,edx,edx-platform,4d656061becf7b92dd4de3cc9baf7460ac729386,59d18134b22ef4fbfcc0cd43068838f626dea4af,8a23f432c7311e458f9eeb0274598e83d09925d0,5128.77025240147,5161.1250157883715,-32.35476338690114,-53732.36195074119,-53440.0728723676,-292.28907837359293,-54275.86564885495,-54311.28040712468,35.41475826972601,-30936.0,-30821.75,-114.25,-47218.808426073134,-47222.98410174881,4.175675675673119,62620.795511860255,62609.795511860255,11.0,48065.82894736843,48054.82894736843,11.0,65548.1140904553,65537.71307989612,10.401010559187853,0.0,0.0,0.0,0.0,0.0,0.0,61216.0,61205.0,11.0
VULAS,CVE-2008-5515,https://github.com/apache/tomcat,6b61911f94d6d8d49ee933c5f1882a7e7c336d2c,apache,tomcat,e3c54fb114a502bb794dd800dc7154987c8b022d,2690b35aaa836d7af293571cfca3fd3765a40ce3,966398b873d6ff9dce020e870628ec21237d1ce3,-12532.791647888158,-12834.698758918943,301.907111030785,-158595.8592459496,-158574.36558450293,-21.493661446671467,-344330.8068933611,-344310.3768679158,-20.43002544529736,-26524.71428571426,-26702.14285714284,177.42857142857974,31505.13645998941,31487.190514043465,17.945945945946733,-170774.08322948005,-173789.88670552245,3015.8034760424052,215053.40789473685,215117.40789473685,-64.0,174575.00282089715,174597.18601711426,-22.18319621711271,0.0,0.0,0.0,0.0,0.0,0.0,153764.0,153828.0,-64.0
VULAS-M,CVE-2017-5638,https://github.com/apache/struts,6b8272ce47160036ed120a48345d9aa884477228,apache,struts,f487d7e7d69c767949a59f36ceb5a45d96eb32dd,a978e5dab8a5d742ba5bb16d5eb3a80391cffe7a,62ee994785b724905ccd2c3d12d2c570590e0673,-1844.6415378854394,-1834.6585364629639,-9.983001422475581,-44991.11940363932,-44991.11940363932,0.0,-108713.67226463105,-108713.67226463105,0.0,-146501.0,-146501.0,0.0,11349.044250132492,11444.584790673034,-95.54054054054177,74921.48109870467,74918.48109870467,3.0,83623.0,83633.28947368421,-10.28947368421359,85392.85094057882,85392.85094057882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26473.0,26470.0,3.0
VULAS,CVE-2016-3082,https://github.com/apache/struts,6bd694b7980494c12d49ca1bf39f12aec3e03e2f,apache,struts,c9c21378f2fb2ff21355c128c45e106ebd87ad7c,fe31a24b74719b5583c38139f64532b51bb6e915,50a0a72e9d4bcf96bdcb6e1d9adaefa8c11f19e8,6700.174461670781,6702.067393943654,-1.892932272872713,-36854.1626607781,-36843.11195235155,-11.050708426548226,-87529.57645153828,-87530.57645153828,1.0,9898.428571428572,9897.428571428572,1.0,-9847.383147853732,-9848.383147853732,1.0,-2758.54379670774,-2751.3495218553435,-7.194274852396575,26413.40789473684,26419.052631578947,-5.644736842106795,80802.07420742024,80801.11381002792,0.9603973923221929,0.0,0.0,0.0,0.0,0.0,0.0,86877.5,86876.5,1.0
SECBENCH,CVE-2013-0156,https://github.com/Graylog2/graylog2-server,6bd76c3e4e0609f7447ba6547a591a1d247dfe51,Graylog2,graylog2-server,d30d9b7f9525ef9113ebe52aa8da5394f123d188,14335f1a0c4013c06decca0ee41e4ce302f32535,4989409b94bda8a0cf386e9963447e11974aa199,26846.612365762834,26844.933725994917,1.6786397679170477,-10787.866970939269,-10776.803585406082,-11.063385533187102,178.3694656488539,174.3694656488539,4.0,10505.428571428572,10501.428571428572,4.0,-13580.68971913089,-13584.68971913089,4.0,56934.89814406862,56930.89814406862,4.0,68199.80263157895,68195.80263157895,4.0,71139.1815349735,71135.33175176116,3.849783212339389,0.0,0.0,0.0,0.0,0.0,0.0,85877.0,85873.0,4.0
